NATURES OF CRIMES,CASE NUMBERS,DATE/TIME REPORTED,DATE/TIME OCCURRED
Miscellaneous,18-0989,7/29/18 9:55pm,7/29/18 9:50pm,Cramton Auditorium
Miscellaneous,18-0990,7/30/18 12:54pm,7/30/18 11:59am,HU Hospital
Damaged Property,18-0991,7/30/18 4:46pm,7/30/18 4:49pm,6th Girard St NW
Sick Person,18-0992,7/30/18 4:39pm,7/30/18 4:45pm,Medical Art Building
Lost Property,18-0993,7/30/18 8:32pm,7/30/18 8:32pm,Mudd Building
Sexual Assault,18-0994,7/31/18 2:18pm,7/31/18 10:57am,HU Hospital
Miscellaneous,18-0995,7/30/18 6:44pm,7/30/18 6:53pm,Drew Hall
Damaged Property,18-0996,7/31/18  5:35PM,7/31/18 5:35PM,HUSC
Vehicle Accident,18-0997,7/31/18 4:14pm,7/31/18 4:16pm,"2300 block Ga., Ave., NW"
Threats in a mencing manner,18-0998,7/31/18 8:05pm,7/31/18 6:00pm,HU Hospital
Damaged Property,18-0999,08/01/18 10:06am,08/01/18 10:06am,Greene Stadium Lot
Harassment,18-1000,08/01/18 1:55pm,08/01/18 1:00pm,Law School
Found Property,18-1001,08/01/18 10:05pm,08/01/18 10:00pm,HU Hospital
Fire Alarm Activation,18-1002,08/02/18 07:10am,08/02/18 07:35am,Howard Hall
Threats,18-1003,08/02/18 1:42pm,08/02/18 12:55pm,Service Center
Hazardous Water Leak,18-1004,08/02/18 5:38pm,08/02/18 5:38pm,School of Business
Damaged Property,18-1005,08/02/18 10:54pm,08/02/18 10:54pm,Upper Campus
Sexual Assault,18-1006,08/03/18 1:24pm,1/0/1900,Bethune Annex
Theft 1,18-1007,08/03/18 1:37pm,08/03/18 1:37pm,Locke Hall
Sick Person,18-1008,08/03/18 2:47pm,08/03/18 1:55pm,Blackburn Center
Damaged Property,18-1009,08/05/18 12:17pm,8/5/2018  11:58am,Admin. Bldg.
Sick Person,18-1010,08/05/18 7:21pm,08/05/18 7:21pm,HU Hospital
"Nabb, Tammey",18-1011,08/06/18 9:15am,08/08/18 9:00am,HU Hospital
HUDPS,18-1012,08/07/18 7:21am,08/07/18 07:12am,Dcental School
Hazardous Water Leak,18-1013,08/07/18 9:37am,08/07/18 9:10am,Burr Gym
Title 9,18-1014,08/07/18 12:23pm,08/07/18 11:10am,Admin. Bldg.
Threats,18-1015,08/07/18 12:01pm,08/07/18 12:00pm,Annex 3
Fire Alarm Activation,18-1016,08/07/18 1:30pm,08/07/18 1:25pm,Plaza Towers
Lost Property,18-1017,08/07/18 5:43pm,08/07/18 3:59pm,HU Hospital
Theft 2,18-1018,08/07/18 9:48pm,08/07/18 1:30pm,HU Hospital
Injured Person,18-1019,08/07/18 10:50pm,08/07/18 7:49pm,HU Hospital
Hazardous Elevator,18-1020,08/08/18 12:29pm,08/08/18 12:33pm,Engineering Building
Hazardous Elevator,18-1021,08/08/18 2:09pm,08/08/18 2:02pm,Law Library
Hazardous Elevator,18-1022,08/08/18 4:23pm,08/08/18 5:30pm,Wonder Plaza
Damaged Property,18-1023,08/08/18 6:19pm,08/01/18 6:30pm,Greene Stadium Lot
Hazardous Water Leak,18-1024,08/08/18 7:44pm,08/08/18 7:44pm,School of Business
Unlawful Entry,18-1025,08/08//18 11:25pm,08/08/18  11:23pm,Engineering Building
Found Property,18-1026,08/09/18 1:10am,08/09/18 1:15am,Engineering Building
Unlawful Entry,18-1027,08/09/18 10:38am,08/09/18 8:47am,HU Hospital
Title 9,18-1028,08/09/18 12:15pm,08/09/18 1:30pm,Admin. Bldg.
Threats,18-1029,08/09/18 1:15pm,08/09/18 10:15pm,HU Hospital
Fire Alarm Activation,18-1030,08/10/18 12:20am,08/10/18 12:20am,Dentry School
Sick Person,18-1031,8/10/18 1:03pm,8/10/18 1:06pm,Bethune Annex
Sick Person,18-1032,8/10/18 12:51pm,8/10/18 12:51pm,4th Street NW
Theft from Auto,18-1033,8/10/18 7:52pm,8/10/18 7:52pm,Childers Lot
Theft from Auto,18-1034,8/10/18 8:03pm,8/10/18 8:06pm,600 blk Fairmont St. NW
Theft from Auto,18-1035,8/10/18 8:25pm,8/10/18 8:25pm,Childers Lot
Damaged Property,18-1036,8/11/18 10:11am,8/11/18 10:15am,Bethune Annex
"Barkley, Wanda Delor",18-1037,8/11/18 1:13pm,8/11/18 1:13pm,Cramton Auditorium
Theft from Auto,18-1038,8/11/18 4:44pm,8/11/18 4:54pm,Upper Campus
Lost Property,18-1039,8/11/18 5:12pm,8/11/18 5:15pm,Upper Campus
Hazardous Water Leak,18-1040,8/12/18 1:49am,8/12/18 1:50am,Bethune Annex
Damaged Property,18-1041,8/12/18 1:03pm,8/12/18 1:06pm,Plaza Towers
Hazardous Water Leak,18-1042,8/12/18 2:53pm,8/12/18 3:00pm,Service Center
Loud Noise,18-1043,8/12/18 11:45pm,8/13/18 11:45pm,3116 Warder St. NW
Loud Noise,18-1044,8/13/18 1:04am,8/13/18 1:94am,Public Space
Theft II,18-1045,8/13/18 11:45am,8/13/18 11:45am,HU Hospital
Hazardous Elevator,18-1046,8/13/18 5:32pm,8/13/18 5:32pm,Plaza Towers
Found Property,18-1047,8/13/18 8:33pm,8/13/18 8:33pm,Main Yard
Student Misconduct,18-1048,8/13/18 9:24pm,8/13/18 9:24pm,Lower Campus
Fire Alarm Activation,18-1049,8/13/18 11:30pm,8/13/18 11:30pm,Plaza Towers
Loud Noise,18-1050,8/14/18 2:24am,8/14/18 2:24am,Valley
Lost Property,18-1051,8/14/18 5:30pm,8/14/18 5:30pm,Carnegie Hall
Vehicle Accident,18-1052,8/15/18 9:45am,8/15/18 9:25am,Law School
Hazardous Odor,18-1053,8/15/18 11:32am,8/15/18 11:33pm,Dental School
Burglary 2,18-1054,8/15/18 12:20pm,8/15/18 12:20pm,Plaza Towers
Theft 2,18-1055,8/15/18 4:40pm,8/15/18 5:40pm,Mental Health
Destruction of Property,18-1056,8/15/18 6:28pm,8/15/18 6:44pm,Wonder Plaza
Found Property,18-1057,8/15/18 7:30pm,8/15/18 7:30pm,Lower Campus
Sick Transport,18-1058,8/15/18 7:36pm,8/15/18 7:42pm,Off Campus
Loud Noise,18-1059,8/15/18 10:44pm,8/15/18 10:44pm,3116 Water St. NW
Sick Person,18-1060,8/16/18 10:48am,8/16/18 10:48am,Stokes Library
Burglary 2,18-1061,8/15/18 2:44pm,8/14/18 2:50pm,Plaza Towers
Theft from Auto,18-1062,8/16/18 12:40pm,8/16/18 12:47pm,2300 block of 9th St.
Lost Property,18-1063,8/16/18 2:17pm,8/16/18  2:18pm,Plaza Towers
Fire Alarm Activation,18-1064,8/16/18 2:03pm,8/16/18 2:05pm,Stokes Library
Injured Person,18-1065,8/16/18 8:10pm,8/16/18 8:03pm,HU Hospital
Lost Property,18-1066,8/16/18 9:06pm,8/16/18 8:56pm,Cramton Auditorium
Miscellaneous,18-1067,8/17/18 3:31am,8/17/18 3:31am,600 Block W Street
Miscellaneous,18-1068,8/17/18 3:31am,8/17/18 2:12am,600 block  W Street
Attempt Robbery,18-1069,8/17/18 3:46am,8/17/18 3:46am,600 block Bryant St
Theft 2,18-1070,8/17/18 8:15am,8/16/18 12:00pm,Administration Building
Found Property,18-1071,8/17/18 7:50am,8/17/18 7:50am,Service Center
Theft from Auto,18-1072,8/17/18 2:23pm,8/17/18 12:15pm,Girard and 6th St
Theft 2,18-1073,8/17/18 3:00pm,8/17/18 3:00pm,Biology Building
Fire Alarm Activation,18-1074,8/17/18 9:53pm,8/17/18 9:28pm,HU Hospital
Fire Alarm Activation,18-1075,8/18/18 9:44pm,8/18/18  9:30pm,Pllaza Towers
Miscellaneous,18-1076,8/18/18 11:15pm,8/18/18 11:16pm,College Hall North
Damaged Property,18-1077,8/19/18 11:45pm,8/19/18 11:45pm,East Towers Lot
Sick Person,18-1078,8/19/18 6:12pm,8/19/18 6;12pm,College Hall South
Theft 1,18-1079,8/19/18 7:32pm,8/19/18 6:28pm,Bethune Annex
Theft from Auto,18-1080,8/19/18 9:16pm,8/19/18 9:16pm,Banneker Field
Found Property,18-1081,8/19/18 10:45pm,8/19/18 10:00pm,Valley
Miscellaneous,18-1082,8/20/18 7:40am,8/20/18 7:40am,Middle School
Sick Person,18-1083,8/20/18 9:01pm,8/20/18 9:00pm,HU Hospital
Sick Person,18-1084,8/20/28 11:49pm,8/20/18 11:57pm,Adams Building
Indecent Exposure,18-1085,8/21/18 9:25am,8/20/18 2:45pm,Chemistry Building
Miscellaneous,18-1086,8/21/18 3:29pm,8/21/18 3:15pm,HU Hospital
Theft from Auto,18-1087,8/21/18 2:14pm,8/21/18 2:00pm,Greene Stadium
Fire Alarm Activation,18-1088,8/21/18 6:10pm,8/21/18 8:10pm,College Hall South
Hazardous Water Leak,18-1089,8/21/18 8:16pm,8/21/18 8:17pm,Locke Hall
Hazardous Water Leak,18-1090,8/21/18 9:28pm,8/21/18 9:33pm,School of Business
Theft 2,18-1091,8/22/18 12:54pm,8/22/18 12:35pm,HU Hospital
Sick Transport,18-1092,8/22/18 1:53pm,8/22/18 2:02pm,C. B. Powell Building
Injured Person,18-1093,8/21/18 3:05pm,8/22/18 4:00pm,Pllaza Towers
Theft from Auto,18-1094,8/22/18 4:35pm,8/22/18 4:35pm,Upper Campus
Student Misconduct,18-1095,8/22/18 9:46pm,8/22/18 9:35pm,Rankin Chapel
Miscellaneous,18-1096,8/23/18 11:00am,8/23/18 11:03am,College Hall North
Sick Person,18-1097,8/23/18 1:41pm,8/23/18 1:45pm,4th & Bryant St NW
Sick Person,18-1098,8/23/2018  7:04pm,8/23/18 7:04pm,Blackburn Center
Lost Property,18-1099,8/24/18 2:48am,8/23/18 2:48am,Biology Building
Unlawful Entry,18-1100,8/24/18 8:55am,8/24/18 08;55am,Engineering Building
Miscellaneous,18-1101,8/24/18 1:00pm,8/24/18 1:05pm,College Hall South
Lost Property,18-1102,8/24/18 4:03pm,8/24/18 4:20pm,Service Center
Harassment,18-1103,8/24/18 9:39pm,8/24/18 9:55pm,Howard Plaza Towers West
Fire Alarm Activation,18-1104,8/24/18 10;27PM,8/24/18 10:27PM,Howard Plaza Towers East
Miscellaneous,18-1105,8/25/18 5:37AM,8/25/18 4:30AM,HU Hospital
unlawful Entry,18-1106,8/25/18 7:39AM,8/25/18 7:45AM,Engineering Building
Fire Alarm Activation,18-1107,8/25/18 11:48am,8/25/18 11:52am,Biology Building
Fraud,18-1108,8/25/18 12:36pm,8/25/18 12:36pm,Wonder Plaza Lot
Fraud,18-1109,8/25/18 12:38pm,8/24/18m 8:45am,Howard Plaza Towers West
Fire Alarm Activation,18-1110,8/25/18 3:59pm,8/25/18 3:59pm,College South
Damaged Property,18-1111,8/25/18 5:38pm,8/25/18 5:40pm,2200 block of 6th St. NW
Sick Person,18-1112,8/25/18 8:08PM,8/25/18 8:08PM,Stokes Library
Fire Alarm Activation,18-1113,8/26/18 6:52am,8/26/18 6:52am,Biology Building
Vehicle Accident,18-1114,8/27/18 9:06am,8/27/18 8:40am,Howard Pl. & Ga. Ave
Hazardous Water Leak,18-1115,8/28/18 1:18am,8/28/20181:50am,,Quadrangle Hall
Damaged Property,18-1116,8/28/18 10:17am,8/28/18 1:35pm,,Adams Lot
Sick Person,18-1117,8/28/18 6:02pm,8/28/18 6:02pm,,College Hall North
Hazardous Elevator,18-1118,8/28/18 7:28pm,8/28/18 7:31pm,,Physics Bldg.
Miscellaneous,18-1119,8/28/18 8:46pm,8/28/18 8:46pm,,4th & W St. NW
Found Property,18-1120,8/28/18 10:13pm,8/28/18 10:13pm,,Blackburn Center
Fire Alarm Activation,18-1121,8/28/18 11:13pm,8/23/18 11:05pm,,Plaza Towers
Fire Alarm Activation,18-1122,8/29/18 6:09am,8/29/18 6:15am,,WHUT
Hazardous Water Leak,18-1123,8/29/18 10:09am,8/29/18 10:19am,,College of Dentistry
Injured Person,18-1124,8/29/18 2:11pm,8/29/18 2:18pm,,Burr Gym
Damaged Property,18-1125,8/29/18 6:27pm,8/29/18 5:10pm,,East Towers Lot
Theft from Auto,18-1126,8/29/18 6:54pm,8/29/128 6:59pm,,Burr Gym
Fire Alarm Activation,18-1127,8/29/18 9:11pm,8/29/18 9:10pm,,College of Dentistry
Disorderly Conduct,18-1128,8/29/18 10:33pm,8/29/18 10:33pm,,Business District
Injured Person,18-1129,8/30/18 12:54am,8/30/18 12:35am,,HU Hospital
Sick Person,18-1130,8/30/18 8:19am,8/30/18 8:41am,,Bethune Annex
Theft 2,18-1131,8/30/18 8:41am,8/30/18 8:40am,,Drew Hall
Fire Alarm Activation,18-1132,8/30/18 5:51pm,8/30/18 6:00pm,,College Hall South
Found Property,18-1133,8/31/18 1:26pm,8/31/18 1:26pm,,Medical Arts
Miscellaneous,18-1134,8/31/18 5:47pm,8/31/18 4:42pm,,Howard University
"Bassette, Hannah",18-1135,8/31/18 5:39pm,8/28/18 5:39pm,,Cramton Auditorm
Found Property,18-1136,9/01/18 1:24am,9/01/18 1:24am,,College Of Dentistry
Sick Person,18-1137,9/01/18 1:51am,9/01/18 1:51am,,HU Hospital
Miscellaneous,18-1138,9/1/18 3:55pm,9/1/18 3:55pm,,College Hall South
Sick Person,18-1139,9/1/18 5:39pm,9/1/18 5:32pm,,Rankin Chapel
Unlawful Entry,18-1140,9/2/18 9:56am,9/2/18 9:56am,,Bookstore
Miscellaneous,18-1141,9/2/18 10:44am,9/2/18 10:30am,,College Hall South
Fire Alarm Activation,18-1142,9/2/18 6:39pm,9/2/18 6:39pm,,Plaza Towers
Sick Person,18-1143,9/2/18 7:40pm,9/2/18 7:40pm,,Main Yard
Suck Person,18-1144,9/2/18 8:55pm,9/2/18 8:55pm,,College HallNorth
Simple Assault,18-1145,9/2/18 10:07pm,9/2/18 10:07pm,,HU Hospital
Health & Welfare Check,18-1146,9/3/18 5:36am,9/3/18 5:36am,,Bethune Annex
Fire Alarm Activation,18-1147,9/3/18 10:07am,9/3/18 9:55am,,HU Hospital
Sick Person,18-1148,9/3/18 1:45pm,9/3/18 1:45pm,,Howard Plaza Towers East
Barring Notice,18-1149,9/5/18 1:39pm,9/5/18 1:39pm,HU Hospital
Harassment,18-1150,9/5/18 7:40pm,9/5/18 7:40pm,Starbucks
Miscellaneous,18-1151,9/5/18 8:17pm,9/5/18 8:15pm,Stokes Library
Lost Property,18-1152,9/5/18 10:43pm,9/5/18 10:43pm,Plaza Towers
Threats,18-1153,9/6/18 10:52pm,9/6/18 9:22pm,Blackburn Center
Found Property,18-1154,9/6/18 11:06pm,9/6/18 11:03pm,Locke Hall
Sick Transport,18-1155,9/7/18 1:51am,9/7/18 1:35am,Drew Hall
Theft 2,18-1156,9/7/18 9:20am,9/6/18 9:20am,Bookstore
Miscellaneous,18-1157,9/7/18 11:25am,9/7/18 11:25am,Middle School
Theft from Auto,18-1158,9/7/18 12:47pm,9/7/18 12:47pm,College St. NW
Student Misconduct,18-1159,9/7/18 12:58pm,9/7/18 12:58pm,Social Work
Fire Alarm Activation,18-1160,9/7/18 10:18pm,9/7/18 9:40pm,HU Hospital
Fire Alarm Activation,18-1161,9/8/18 5:21am,9/8/18 5:21am,HURB-1
Theft from Auto,18-1162,9/8/18 10:29am,9/8/18 8:50am,Douglass Hall
Hazardous Water Leak,18-1163,9/8/18 2:21pm,9/8/18 2:21pm,Stokes Library
Theft from Auto,18-1164,9/9/18 1:22pm,9/9/18 1:22pm,Greene Stadium Lot
Fire Alarm Activation,18-1165,9/9/18 2:36pm,9/9/18 2:36pm,College Hall South
lost Property,18-1166,9/10/18 9:15am,9/10/18 9:15am,Bookstore
Title 9,18-1167,9/10/18 2:22pm,9/10/18 2:15pm,HU Hospital
Injured Person,18-1168,9/10/18 1:40pm,9/10/18 1:40pm,C. B. Powell Buildging
Sick Person,18-1169,9/10/18 3:11pm,9/10/18 3:11pm,Fire Arts
Damaged Property,18-1170,9/10/18 4:28pm,9/10/18 4:20pm,Holy Cross  Lot
Unlawful Entry,18-1171,9/10/18 10:10pm,9/10/18 10:10pm,HU Hospital
Sick Person,18-1172,9/11/18 11:10am,9/11/18 11:10am,Academic Support B
Title 9,18-1173,9/11/18 11:44am,9/11/18 11:44am,Engineering
Damaged Property,18-1174,9/11/18 1:33pm,9/11/18 1:33pm,A1 rear Lot
Damaged Property,18-1175,9/11/18 5:17pm,9/11/18 5:17pm,2500 blockof 9th St.
Theft from Auto,18-1176,9/11/19 5:19pm,9/11/18 5:19pm,2100 blk of 5th St. NW
Miscellaneous,18-1177,9/11/18 8:37pm,9/11/18 6:40pm,HU Hospital
Fire Alarm Activation,18-1178,9/11/18 9:45pm,9/11/18 8:38pm,Plaza Towers
Found Property,18-1179,9/12/18 8:06am,9/12/18 8:05pm,HU Hospital
Miscellaneous,18-1180,9/12/18 9:09am,9/12/18 9:09am,Howard Center
Found Property,18-1181,9/12/18  10:25am,9/12/18  10:25am,Stokes Library
Sick Person,18-1182,9/12/18 11:40am,9/12/18 11:40am,Dentistry Building
Sick Person,18-1183,9/12/18 1:11pm,9/12/18 1:11pm,Administration Building
Miscellaneous,18-1184,8/29/18 3:14pm,8/29/18 3:14pm,Starbucks
Student Misconduct,18-1185,9/12/18 7:29pm,9/12/18 7:29pm,Cook Hall
Lost Property,18-1186,9/12/18 9:53pm,9/12/18 8:00pm,HU Hospital
Damaged Property,18-1187,9/13/18 2:12am,9/13/18 2:12am,Quadrangle Hall
Suspicious Odor,18-1188,9/13/18 5:12am,9/13/18 5:12am,Administration Building
Found Property,18-1189,9/13/18 10:19am,9/13/18 10:19am,Howard Plaza Towers
Miscellaneous,18-1190,9/13/18 10:31am,9/13/18 10:31am,Howard Plaza Towers
Fire Alarm Activation,18-1191,9/13/18 12:13pm,9/13/18 12:13pm,College Hall South
Damaged Property,18-1192,9/13/18 5:47pm,9/13/18 5:30pm,HU Hospital
Lost Property,18-1193,9/13/18 9:22pm,9/13/18 9:22pm,HU Hospital
Miscellaneous,18-1194,9/13/18 8:13pm,9/13/18 8:00pm,I-Lab
Miscellaneous,18-1195,9/13/18 10:09pm,9/11/18 9:11pm,College of Dentistry
Fire Alarm Activation,18-1196,9/14/18 1:04am,9/14/18 1:04am,Howard Plaza Towers
CDW,18-1197,9/14/18 8:00am,9/15/18 8:00am,Wonder Plaza
Miscellaneous,18-1198,9/14/18 10:12am,9/14/18 10:12am,Howard Plaza Towers
Lost Property,18-1199,9/14/18 11:06am,9/14/18 07:47am,HU Hospital
Theft 2,18-1200,9/14/18 2:06pm,9/14/18 2:35pm,Howard Plaza Towers
Destruction of Property,18-1201,9/14/18 3:26pm,9/14/18 3:26pm,HU Hospital
Miscellaneous,18-1202,9/14/18 2:37pm,9/15/18 2:41pm,College Hall South
Damaged Property,18-1203,9/14/18 5:10pm,9/14/18 5:20pm,Cook Hall
Threats to do bodily harm,18-1204,9/14/18 9:51pm,9/12/18 3:00pm,HU Hospital
Theft from Auto,18-1205,9/14/18 9:25pm,9/14/18 9:11pm,Green Stadium
Sick Person,18-1206,9/15/18 1:30am,9/15/18 1:30am,Drew Hall
Damaged Property,18-1207,9/15/18 11:25am,9/15/18 11:00am,C.B Powell Building
Injured Person,18-1208,9/15/18 2:31pm,9/15/18 2:31pm,HU Hospital
Fire Alarm Activation,18-1209,9/15/18 7:45pm,9/15/18 7:45pm,HURB-1
Student Misconduct,18-1210,9/15/2018 1:42am,9/15/2018 1:42am,HU Hospital
Damaged Property,18-1211,9/16/18 5:45pm,9/16/18 5:45pm,HURB-1
Fire Alarm Activation,18-1212,9/16/18 8:45pm,9/16/18 8:45pm,Howard Plaza Towers
APO,18-1213,9/16/18 8:28pm,9/16/18 3:43pm,HU Hospital
Sick Person,18-1214,9/16/18 8:22pm,9/16/18 8:19pm,Burr Gymnasium
Injured Person,18-1215,9/16/18 10:49pm,9/16/18 8:51pm,HU Hospital
Theft 1,18-1216,9/17/18 8:55am,9/14/18 2:55pm,College Hall North
Miscellaneous,18-1217,9/17/18 1:18pm,9/17/18 1:09pm,Engineering Building
Injured Person,18-1218,9/17/18 2:25pm,9/17/18 2:17pm,C.B. Powell Building
Theft 1,18-1219,9/17/18 2:30pm,9/15/18 8:45am,Howard Plaza Towers
Destruction of Property,18-1220,9/17/18 4:05pm,9/17/18 4:06pm,Service Center
Sick Person,18-1221,9/17/18 5:19pm,9/17/18 5:22pm,Mudd Building
Sick Person,18-1222,9/17/18 5:25pm,9/17/18 5:25pm,Fine Arts
Miscellaneous,18-1223,9/17/18 7:26pm,9/17/18 5:30pm,Banneker Field
Damaged Property,18-1224,9/18/18 1:50pm,9/18/18 1:50pm,Pharmacy
Fire Alarm Activation,18-1225,9/18/18 1:58pm,9/18/18 1:58pm,College Hall South
Hazardous Elevator,18-1226,9/18/18 2:18pm,9/18/18 2:18pm,C.B. Powell Building
Found Property,18-1227,9/18/18 3:53pm,9/15/18 3:53pm,I-Lab
Fire Alarm Activation,18-1228,9/18/18 3:57pm,9/18/18 3:57pm,Quadrangle Hall
Sick Person,18-1229,9/18/18 4:22pm,9/18/18 3:30pm,West Campus
Sick Person,18-1230,9/18/18 7:03pm,9/18/18 4:50pm,HU Hospital
Fire Alarm Activation,18-1231,9/18/18 6:35pm,9/18/18 6:35pm,College Hall North
Hazardous Water Leak,18-1232,9/18/18 7:12pm,9/18/18 7:10pm,Douglass Hall
Damaged Property,18-1233,9/19/18 11:40am,9/19/18 11:30am,Quadrangle Hall
Sick Person,18-1234,9/19/18 12:27pm,9/19/18 12:27pm,Bethune Annex
Verbal Dispute,18-1235,9/19/18 3:40pm,9/19/18 3:40pm,HU Hospital
Fire Alarm Activation,18-1236,9/19/18 4:36pm,9/19/18 4:36pm,College Hall South
Damaged Property,18-1237,9/19/18 5:46pm,9/19/18 5:46pm,520 W St. NW
Missing Person,18-1238,9/19/18 6:06pm,9/19/18 6:00pm,Middle School
Found Property,18-1239,9/19/18 10:04pm,9/19/18 10:04pm,Ralph Bunch Building
APO,18-1240,9/19/18 9:31pm,9/19/18 8:20pm,Upper Campus
Injured Person,18-1241,9/20/18 9:38am,9/20/18 9:38am,Howard Plaza Towers
Disorderly Conduct,18-1242,9/20/18 8:10am,9/20/18 8:10am,Howard Center
Public Intoxication,18-1243,9/20/18 9:45am,9/20/18 9:45am,Engineering Building
Vehicle Accident,18-1244,9/20/18 9:51am,9/20/18 9:49am,Main Gate
Sick Person,18-1245,9/20/18 2:06pm,9/20/18 2:00pm,Howard Plaza Towers
Sick Person,18-1246,9/20/18 3:51pm,9/20/18 3:51pm,Medical Arts
Lost Property,18-1247,9/20/18 4:34pm,9/20/18 4:34pm,Blackburn Center
Damaged Property,18-1248,9/21/18 10:03am,9/21/18 9:30am,Engineering Building
Miscellaneous,18-1249,9/21/18 7:40pm,9/21/18 3:00pm,Howard Plaza Towers East
Disorderly Conduct,18-1250,9/22/18 1:09am,9/22/18 1:09am,Off Campus
Disorderly Conduct,18-1251,9/22/18 3:55am,9/22/18 2:40am,HU Hospital
Miscellaneous,18-1252,9/22/18 1:17pm,9/22/18 1:15pm,College Street
Miscellaneous,18-1253,9/22/18 8:10pm,9/22/18 8:10pm,Howard Plaza Towers West
Theft from Auto,18-1254,9/23/18 1:44pm,9/23/18 12:30pm,Howard Plaza Towers West
Student Misconduct,18-1255,9/24/18 1:37pm,9/24/18 1:37pm,Howard Plaza Towers West
Title 9,18-1256,9/24/18 2:32pm,9/24/18 2:32pm,College of Dentistry
Sick Person,18-1257,9/24/18 5:35pm,9/24/18 5:25pm,Bookstore
Damaged Property,18-1258,9/24/18 5:47pm,9/24/2018  5:30pm,Medical Arts
Harassment,18-1259,9/24/18 11:01pm,9/24/18 10:00pm,Howard Plaza Towers West
Sick Person,18-1260,9/24/18 9:38pm,9/24/18 9:38pm,College Hall North
Theft II,18-1261,9/25/18 6:51am,9/25/18 6:00am,Annex I
Damaged Property,18-1262,9/25/18 9:46am,9/25/18 9:40am,Main Gate
Sick Transport,18-1263,9/25/18 1:31pm,9/25/18 1:31pm,College Hall South
Injured Person,18-1264,9/25/18 5:42pm,9/25/18 5:42pm,Drew Hall
Sick Person,18-1265,9/25/18 6:24pm,9/25/18 6:24pm,Founders Library
Found Property,18-1266,9/25/18 10:27pm,9/25/18 10:27pm,Wonder Plaza
Theft I,18-1267,9/26/18 7:41am,9/26/18 5:45am,Howard Plaza Towers West
Theft from Auto,18-1268,9/26/18 11:05am,9/26/18 11:05am,Cook Hall
Damaged Property,18-1269,9/26/18 11:22am,9/26/18 11:22am,Founders Lot
Vehicle Accident,18-1270,9/26/18 2:44pm,9/26/18 2:44pm,Howard Center
Fire Alarm Activation,18-1271,9/26/18 5:45pm,9/26/18 5:45pm,Howard Plaza Towers East
Vehicle Accident,18-1272,9/27/18 7:08am,9/27/18 7:08am,Lower Campus
Found Property,18-1273,9/27/18 10:41am,9/27/18 10:15am,Lower Campus
Simple Assault,18-1274,9/27/18 5:17pm,9/27/18 5:10pm,Wonder Plaza
Simple Assault,18-1275,9/27/18 6:39pm,3/25/18 8:45pm,College Hall South
Injured Person,18-1276,9/27/18 6:46pm,9/27/18 6:30pm,Ralph Bunch Building
Hit and Run,18-1277,9/27/18 9:33pm,9/27/18 9:33pm,4th & W Street NW
Found Property,18-1278,9/28/18 5:35am,9/28/18 5:35am,HU Hospital
Threats to do bodily harm,18-1279,9/28/18 1:56pm,9/28/18 1:56pm,HU Hospital
Simple Assault,18-1280,9/28/18 5:56pm,9/28/18 5:56pm,HU Hospital
Theft II,18-1281,9/28/18 3:20pm,9/28/18 3:15pm,Cramton Auditorium
Miscellaneous,18-1282,9/28/18 8:47pm,9/28/18 11:00am,HU Hospital
Theft from Auto,18-1283,9/28/18 9:31pm,9/28/18 9:09pm,Upper Campus
Miscellaneous,18-1284,9/29/18 12:07am,9/28/18 10:00pm,Off Campus
Found Property,18-1285,9/29/18 2:13pm,9/29/18 1:45pm,Blackburn Center
Miscellaneous,18-1286,9/30/18 12:58am,9/30/18 12:58am,Off Campus
Injured Person,18-1287,9/30/18 11:05am,9/30/18 11:05am,Main Gate
Student Misconduct,18-1288,9/30/18 6:59pm,9/30/18 6:59pm,Founders Library
Destruction of Property,18-1289,9/30/18 8:32pm,9/30/18 8:32pm,Howard Plaza Towers West
Student Misconduct,18-1290,9/30/18 10:15pm,9/30/18 10:15pm,Founders Library
Theft from Auto,18-1291,9/30/18 9:29pm,9/30/18 9:12pm,Stokes Library
Sick Transport,18-1292,10/1/18 3:07am,10/1/18 3:07am,Bethune Annex
Theft from Auto,18-1293,10/1/18 7:58am,10/1/18 7:37am,School of Business
Found Property,18-1294,10/1/18 7:47am,10/1/18 7:47am,HU Service Center
Theft from Auto,18-1295,10/1/18 9:12am,10/1/18 9:00am,Just Lot
Injured Person,18-1296,10/1/18 11:16am,10/1/18 11:16am,Burr Gymnasium
Sick Person,18-1297,10/1/18 6:45pm,10/1/18 6:45pm,Burr Gymnasium
Theft II,18-1298,10/1/18 8:59pm,10/1/18 8:30pm,HU Hospital
Student Misconduct,18-1299,10/1/18 10:24pm,10/1/18 10:24pm,College Hall North
Miscellaneous,18-1300,10/2/18 12:27am,10/2/18 12:27am,School of Business
Miscellaneous,18-1301,10/2/18 1:29am,10/2/18 1:29am,Howard Plaza Towers West
Damaged Property,18-1302,10/2/18 8:02am,10/2/18 7:45am,Burr Gymnasium
Hazardous Elevator,18-1303,10/2/18 9:42am,10/2/18 9:42am,Bethune Annex
Simple Assault,18-1304,10/2/18 11:01am,9/5/18 1:00am,College Hall North
Sick Person,18-1305,10/2/18 9:31am,10/2/18 9:15am,Howard Plaza Towers West
Theft II,18-1306,10/2/18 12:30pm,10/1/18 12:29pm,Medical Arts
Miscellaneous,18-1307,10/2/18 1:24pm,10/2/18 12:30pm,Engineering Building
