"",,,,,
Damaged Property,13-1024,08-30-13/1357,08-30-13/1357,Pharmacy Bldg.,Inactive
Alarm Activation,13-1025,08-31-13/0051,08-31-13/0050,Plaza Towers,Inactive
Sick Transport,13-1026,08-31-13/1947,08-31-13/1925,Meridian Hill,Inactive
Student Misconduct,13-1027,09-01-13/0017,09-01-13/2250,Main Gate,Active
Miscellaneous,13-1028,09-01-13/0019,09-01-13/2350,Douglass Hall,Inactive
Student Misconduct,13-1029,09-01-13/0021,09-01-13/2245,Main Gate,Active
Unlawful Entry,13-1030,09-01-13/0009,09-01-13/0009,Plaza Towers,Active
Unlawful Entry,13-1031,09-01-13/1232,09-01-13/0530,Plaza Towers,Active
Found Property,13-1032,09-01-13/1919,09-01-13/1930,Carnegie Bldg.,Inactive
Lost Property,13-1033,09-01-13/1919,09-01-13/1930,Carnegie Bldg.,Inactive
Student Misconduct,13-1034,09-02-13/2149,09-02-13/2149,Carver Hall,Inactive
1 I,13-1035,09-02-13/2259,09-02-13/2300,Meridian Hill,Active
Injured Person,13-1036,09-02-13/2249,09-02-13/2250,Green Stadium,Inactive
Injured Person,13-1037,09-02-13/2303,09-02-13/2307,Plaza Towers,Inactive
Vehicle Accident,13-1038,09-03-13/0921,09-03-13/0925,Upper Campus,Active
Damaged Property,13-1039,09-03-13/1333,09-03-13/1333,Drew Hall,Inactive
Alarm Activation,13-1040,09-03-13/1609,09-03-13/1625,Wonders Plaza,Inactive
Theft II,13-1041,09-03-13/1936,09-03-13/1921,Meridian Hall,Active
Lost Property,13-1042,09-03-13/2021,09-03-13/2024,Burr Gymnasium,Inactive
Damaged Property,13-1043,09-03-13/2043,09-03-13/2045,Mackey Lot,Inactive
Sick Person,13-1044,09-03-13/2213,09-03-13/2300,Quadrangle Hall,Inactive
Fire Alarm Activation,13-1045,09-03-13/2357,09-03-13/2400,Meridian Hall,Inactive
Injured Person,13-1046,09-04-13/0036,09-04-13/0038,Bethune Annex,Inactive
Sick Person,13-1047,09-04-13/1240,09-04-13/1240,Quadrangle Hall,Inactive
Miscellaneous,13-1048,09-04-13/1248,09-04-13/1300,Founders Library,Inactive
Lost Property,13-1049,09-04-13/1547,09-04-13/1547,Carver Hall,Inactive
Theft II,13-1050,09-04-13/1452,09-04-13/1500,Mudd Building,Active
Sick Person,13-1051,09-04-13/1611,09-04-13/1601,Quadrangle Hall,Inactive
Studemt Misconduct,13-1052,09-04-13/1557,09-04-13/1600,Plaza Towers,Inactive
Miscellaneous,13-1053,09-04-13/1710,09-04-13/1710,Douglass Hall,Inactive
Theft II,13-1054,09-04-13/1925,09-04-13/1925,West Campus,Active
Vehicle Accident,13-1055,09-04-13/1742,09-04-13/1742,Miner Building,Active
Sick Person,13-1056,09-04-13/2143,09-04-13/2143,Slowe Hall,Inactive
Studemt Misconduct,13-1057,09-04-13/2221,09-04-13/2221,Cook Hall,Inactive
Sick Person,13-1058,09-05-13/0649,09-05-13/0652,Quadrangle Hall,Inactive
Theft II,13-1059,09-05-13/0900,09-05-13/0900,Drew Hall,Active
Sick Person,13-1060,09-05-13/1132,09-05-13/1113,Douglass Hall,Inactive
Sick Person,13-1061,09-05-13/1249,09-05-13/1248,Architecture & Planning,Inactive
Sick Person,13-1062,09-05-13/1435,09-05-13/1410,Slowe Hall,Inactive
Lost Property,13-1063,09-05-13/1622,09-05-13/1626,Lower Campus,Inactive
Sick Person,13-1064,09-05-13/1750,09-05-13/1730,Cramton Auditorium,Inactive
Lost Property,13-1065,09-05-13/2117,09-05-13/2118,Carver Hall,Inactive
Threats,13-1066,09-05-13/2157,09-05-13/2204,Annex III,Active
Fire Alarm Activation,13-1067,09-05-13/2309,09-05-13/2215,Meridian Hill,Inactive
Student Misconduct,13-1068,09-05-13/2254,09-05-13/2254,Green Stadium,Inactive
Miscellaneous,13-1069,09-06-13/0436,09-06-13/0436,Plaza Towers,Inactive
Theft from Auto,13-1070,09-06-13/0959,09-06-13/0930,Upper Campus,Active
Hazardous Elevator,13-1071,09-06-13/1123,09-06-13/1120,Engineering Building,Inactive
Miscellaneous,13-1072,09-06-13/1322,09-06-13/1322,Quadrangle Hall,Inactive
Lost Property,13-1073,09-06-13/1409,09-06-13/110,Blackburn Center,Inactive
Damaged Property,13-1074,09-06-13/1725,09-06-13/1730,Banneker South Lot,Inactive
Theft II,13-1075,09-06-13/1704,09-06-13/1400,Mental Health Clinic,Active
Miscellaneous,13-1076,09-06-13/2246,09-06-13/2245,Drew Hall,Inactive
Theft II,13-1077,09-06-13/2248,09-06-13/2258,Quadrangle Hall,Active
Lost Property,13-1078,09-07-13/0407,09-07-13/0355,Drew Hall,Inactive
Alarm Activation,13-1079,09-07-13/0956,09-07-13/0950,Meridian Hill,Inactive
Recovered Property,13-1080,09-07-13/1200,09-07-13/1220,Drew Hall,Inactive
Injured Person,13-1081,09-07-13/1252,09-07-13/1247,Plaza Towers,Inactive
Hazardous Water Leak,13-1082,09-07-13/1558,09-07-13/1558,Engineering Building,Inactive
Sick Person,13-1083,09-07-13/1859,09-07-13/1905,CooK Hall,Inactive
Simple Assault,13-1084,09-07-13/2356,09-07-13/0000,Carver Hall,Active
Alarm Activation,13-1085,09-08-13/0122,09-08-13/0045,Meridian Hill,Inactive
Robbery Snatch,13-1086,09-08-13/0306,09-08-13/0320,Fur Night Club,Active
Damaged Property,13-1087,09-08-13/0958,09-08-13/1000,Banneker Lot,Inactive
Theft from Auto,13-1088,09-08-13/1257,09-08-13/1255,Banneker Lot,Active
Vehicle Accident,13-1089,09-08-13/1457,09-08-13/1450,Service Center,Active
Sick Person,13-1090,09-08-13/1624,09-08-13/1755,Blackburn Center,Inactive
Lost Property,13-1091,09-08-13/2055,09-08-13/2110,Bethune Annex,Inactive
Verbal Dispute,13-1092,09-08-13/2234,09-08-13/2334,Bethune Annex,Active
Suspicious Odor,13-1093,09-09-13/1108,09-09-13/1145,Drew Hall,Inactive
Sick Person,13-1094,09-09-13/1955,09-09-13/1955,Quadrangle Hall,Inactive
Destruction of Property,13-1095,09-09-13/2141,09-09-13/2141,Quadrangle Hall,Active
Sick Person,13-1096,09-10-13/0058,09-10-13/0001,Meridian Hill,Inactive
Sick Transport,13-1097,09-10-13/0826,09-10-13/0830,Quadrangle Hall,Inactive
Theft from Auto,13-1098,09-10-13/1202,09-10-13/1210,Public Space,Active
Theft from Auto,13-1099,09-10-13/1427,09-10-13/1430,Banneker Lot,Active
Vehicle Accident,13-1100,09-10-13/1559,09-10-13/1552,Howard Center,Active
Theft II,13-1101,09-11-13/1645,09-11-13/1654,Wonder Plaza,Active
Miscellaneous,13-1102,09-11-13/1626,09-11-13/1626,Architect. & Planning,Inactive
Lost Property,13-1103,09-11-13/2240,09-11-13/2242,Blackburn Center,Inactive
Sick Person,13-1104,09-11-13/0044,09-11-13/0044,Meridian Hill,Inactive
Injured Person,13-1105,09-11-13/0100,09-11-13/0119,Quadrangle Hall,Inactive
Theft II,13-1006,09-12-13/0829,09-11-13/1915,Plaza Towers,Active
Vehicle Accident,13-1007,09-12-13/0012,09-12-13/2320,public Space,Active
Fire Alarm Activation,13-1008,09-12-13/0049,09-12-13/0049,Meridian Hill,Inactive
Vehicle Accident,13-1109,09-13-13/1010,09-13-13/1010,South Banneker Lot,Inactive
Injured Person,13-1110,09-13-13/1744,09-12-13/1735,Mudd Building,Inactive
Hazardous Water Leak,13-1111,09-13-13/1826,09-13-13/1828,Biology Building,Inactive
Miscellaneous,13-1112,09-13-13/2115,09-13-13/2100,Annex II,Inactive
Sick Person,13-1113,09-13-13/2221,09-13-13/2220,Howard Plaza East,Inactive
Damaged Property,13-1114,09-14-13/0021,09-13-13/2346,HU Service Center,Inactive
Sick Person,13-1115,09-14-13/0118,09-14-13/0040,Main Gate,Inactive
Lost Property,13-1116,09-14-13/0221,09-14-13/0013,Cramton Auditorium,Inactive
Sexual Assault,13-1117,09-14-13/0505,09-14-13/0013,Off Campus,Active
Injured Person,13-1118,09-14-13/1458,09-14-13/1458,Stokes Library,Inactive
Lost Property,13-1119,09-14-13/1922,09-14-13/1922,Blackburn Center,Inactive
Fire Alarm Activation,13-1120,09-15-13/1810,09-15-13/1746,Cook Hall,Inactive
Miscellaneous,13-1121,09-15-13/2108,09-15-13/2108,14th & U St. NW,Inactive
Student Misconduct,13-1122,09-15-13/2058,09-15-13/2058,Drew Hall,Active
Sick Transport,13-1123,09-15-13/2356,09-15-13/2356,Quadrangle,Inactive
Sick Person,13-1124,09-16-13/1005,09-16-13/1005,Quadrangle,Inactive
Theft From Auto,13-1125,09-16-13/1118,09-16-13/1100,16th St. NW,Active
Vehicle Accident,13-1126,09-16-13/1620,09-16-13/1620,2nd & V St. NW,Inactive
Sick Person,13-1127,09-16-13/1924,09-16-13/1920,Blackburn Center,Inactive
Lost Property,13-1128,09-17-13/0039,09-17-13/0030,Howard Plaza West,Inactive
Theft II,13-1129,09-17-13/1038,09-17-13/1038,Meridian Hill,Active
Miscellaneous,13-1130,09-17-13/1600,09-17-13/1520,HU Service Center,Inactive
Lost Property,13-1131,09-17-13/1615,09-17-13/1615,Unknown,Inactive
Lost Property,13-1132,09-17-13/1732,09-17-13/1732,HU Service Center,Inactive
Sick Person,13-1133,09-17-13/2104,09-17-13/2100,Quadrangle,Inactive
Fire Alarm Activation,13-1134,09-17-13/2218,09-17-13/2215,Slowe Hall,Inactive
Vehicle Accident,13-1135,09-17-13/2230,09-17-13/2230,Howard Plaza,Inactive
Fire Alarm Activation,13-1136,09-18-13/0759,09-18-13/0759,Meridian Hill,Inactive
Hazardous Elevator,13-1137,09-18-13/0906,09-18-13/0906,Meridian Hill,Inactive
Lost Property,13-1138,09-18-13/1501,09-18-13/1501,Burr Gym,Inactive
Student Misconduct,13-1139,09-18-13/1956,09-18-13/1956,Founders Library,Active
Sick Person,13-1140,09-19-13/0038,09-19-13/0038,Meridian Hill,Inactive
Fire Alarm Activation,13-1141,09-19-13/0848,09-19-13/0848,Cook Hall,Inactive
Lost Property,13-1142,09-19-13/1019,09-19-13/1015,WHUT,Inactive
Fire Alarm Activation,13-1143,09-19-13/1423,09-19-13/1420,Meridian Hill,Inactive
Lost Property,13-1144,09-19-13/1540,09-19-13/1540,C B Powell,Inactive
Lost Property,13-1145,09-19-13/1912,09-19-13/1910,Drew Hall,Inactive
Theft II,13-1146,09-19-13/1900,09-19-13/1900,Engineering Bldg.,Active
Theft I,13-1147,09-19-13/2011,09-19-13/2010,Howard Plaza West,Active
Sick Person,13-1148,09-19-13/2209,09-19-13/2209,Quadrangle,Inactive
Lost Property,13-1149,09-19-13/2136,09-19-13/2135,Main Gate,Inactive
Sick Transport,13-1150,09-20-13/0451,09-20-13/0451,Howard Center,Inactive
Damaged Property,13-1151,09-20-13/1252,09-20-13/1252,East Towers Lot,Inactive
Found Property,13-1152,09-20-13/1357,09-20-13/1100,Drew Hall,Inactive
Theft II,13-1153,09-20-13/1643,09-20-13/1640,Meridian Hill,Active
Lost Property,13-1154,09-20-13/1941,09-20-13/1940,Locke Hall,Inactive
Lost Property,13-1155,09-20-13/1935,09-20-13/1930,Main Gate,Inactive
Injured Person 13-1156,,09-20-13/2209,09-20-13/2209,Carver Hall Inactive
Lost Property 13-1157,,09-21-13/0150,09-21-13/0148,Howard Plaza West Inactive
Fire Alarm Activation 13-1158,,09-21-13/1641,09-21-13/1641,Howard Plaza West Inactive
Hazardous Water Leak 13-1159,,09-21-13/2300,09-21-13/2300,West Campus Inactive
Unlawful Entry 13-1160,,09-22-13/1434,09-22-13/1434,Annex I Inactive
Fire Alarm Activation 13-1161,,09-22-13/1848,09-22-13/1845,Meridian Hill Inactive
Suspicious Odor 13-1162,,09-22-13/2241,09-22-13/2241,Meridian Hill Active
Fire Alarm Activation 13-1163,,09-22-13/2315,09-22-13/2315,Slowe Hall Inactive
Theft I 13-1164,,09-23-13/0733,09-23-13/0733,2200 Block 4th St. Active
Sick Person 13-1165,,09-23-13/0847,09-23-13/0847,Administration Bldg. Inactive
Fire Alarm Activation 13-1166,,09-23-13/0918,09-23-13/0918,Douglass Hall Inactive
Sick Person 13-1167,,09-23-13/2105,09-23-13/2105,WHUR Inactive
Unlawful Entry 13-1168,,09-23-13/2209,09-23-13/2209,Howard Plaza East Active
Student Misconduct 13-1169,,09-24-13/1050,09-24-13/1050,HU Service Center Active
Theft II 13-1170,,09-24-13/1054,09-24-13/1054,HU Service Center Active
Found Property 13-1171,,09-24-13/1112,09-24-13/1112,Douglass Hall Inactive
Sick Transport 13-1172,,09-24-13/1138,09-24-13/1138,Student Health Center Inactive
Lost Property 13-1173,,09-24-13/2140,09-24-13/2140,West Campus Inactive
Sick Person 13-1174,,09-25-13/1124,09-25-13/1124,Bethune Annex Inactive
Theft II 13-1175,,09-25-13/1425,09-25-13/1425,Burr Gym Active
Miscellaneous 13-1176,,09-25-13/1800,09-25-13/1800,Undergraduate Library Inactive
Fire Alarm Activation 13-1177,,09-25-13/2334,09-25-13/2334,Meridian Hill Inactive
Injured Person 13-1178,,09-26-13/0834,09-26-13/0820,Bethune Annex Inactive
Lost Property 13-1179,,09-26-13/1044,09-26-13/1044,Blackburn Center Inactive
Found Property 13-1180,,09-26-13/1317,09-26-13/1317,Burr Gym Inactive
Theft II 13-1181,,09-26-13/1353,09-26-13/1332,Green Stadium Active
Theft II 13-1182,,09-26-13/1352,09-26-13/1352,Green Stadium Active
Theft From Auto 13-1183,,09-26-13/1624,09-26-13/1620,Georgia Ave. Lot Active
Vehicle Accident 13-1184,,09-26-13/1443,09-26-13/1525,West Campus Inactive
Threats to do Bodily Har 13-1185,,09-26-13/1658,09-26-13/1658,Main Gate Active
Suspicious Odor 13-1186,,09-26-13/1929,09-26-13/1925,Howard Plaza West Active
Sick Person 13-1187,,09-26-13/2141,09-26-13/2139,Quadrangle Inactive
Fire Alarm Activation 13-1188,,09-26-13/2329,09-26-13/2329,Howard Plaza West Inactive
Lost Property 13-1189,,09-27-13/0439,09-27-13/0400,Cramton Auditorium Inactive
Student Misconduct,13-1190,09-27-13/1703,09-27-13/1705,Douglass & Fine Arts,Active
Miscellaneous,13-1191,09-27-13/1809,09-27-13/1702,Douglass & Fine Arts,Inactive
Lost Property,13-1192,09-27-13/1848,09-27-13/1903,Burr Gymnasium,Inactive
Domestic Violence,13-1193,09-27-13/1921,09-27-13/1900,North Banneker Lot,Active
Sick Person,13-1194,09-28-13/0010,09-28-13/0010,Quadrangle Hall,Inactive
Sick Person,13-1195,09-28-13/0019,09-28-13/0019,Bethune Annex,Inactive
Loud Noise,13-1196,09-28-13/2342,09-28-13/2342,Off Campus,Inactive
Disorderly,13-1197,09-28-13/0139,09-28-13/0047,Off Campus,Inactive
Sick Person,13-1198,09-28-13/1127,09-28-13/1130,Quadrangle Hall,Inactive
Found Property,13-1199,09-28-13/1229,09-28-13/1412,Upper Campus,Inactive
Found Property,13-1200,09-28-13/1237,09-28-13/1300,Upper Campus,Inactive
Lost Property,13-1201,09-28-13/1246,09-28-13/1247,Drew Hall,Inactive
Damaged Property,13-1202,09-28-13/1252,09-28-13/1248,Distribution Center,Inactive
Sick Transport,13-1203,09-28-13/1958,09-28-13/1958,Quadrangle Hall,Inactive
Personal break,13-1204,09-28-13/1842,09-28-13/1842,Lower Campus,Inactive
Sick Person,13-1205,09-29-13/0347,09-29-13/0410,Meridian Hill,Inactive
Robbery Fear,13-1206,09-29-13/1043,09-29-13/0300,"1400 block Euclid St.,",Active
"",,,,NW,
Lost Property,13-1207,09-29-13/2150,09-29-13/2140,Drew Hall,Inactive
Sick Person,13-1208,09-30-13/0009,09-30-13/0015,Annex 1,Inactive
Sick Transport,13-1209,09-30-13/0454,09-30-13/0456,Plaza Towers,Inactive
Sick Transport,13-1210,09-30-13/1008,09-30-13/1010,Student Health,Inactive
Miscellaneous,13-1211,09-30-13/1203,09-30-13/1215,Business District,Inactive
Theft II,13-1212,09-30-13/1410,09-30-13/1429,Service Center,Active
Sick Transport,13-1213,09-30-13/1434,09-30-13/1450,Cook Hall,Inactive
Sick Transport,13-1214,09-30-13/1643,09-30-13/1645,Mental Health Center,Inactive
Lost Property,13-1215,09-30-13/1612,09-30-13/1130,Blackburn Center,Inactive
Sick Person,13-1216,09-30-13/1753,09-30-13/1755,East Campus,Inactive
Vehicle Accident,13-1217,09-30-13/2030,09-30-13/2030,Upper Campus,Active
Alarm Activation,13-1218,09-30-13/2107,09-30-13/2100,Plaza Towers,Inactive
Theft from Auto,13-1219,10-01-13/0012,10-01-13/0010,Burr Gymnasium,Active
Theft from Auto,13-1220,10-01-13/0915,10-01-13/0915,Burr Gymnasium,Active
Theft II,13-1221,10-01-13/0959,10-01-13/1001,Locke Hall,Active
Vehicle Accident,13-1222,10-01-13/1049,10-01-13/1049,Lower Campus,Active
Sick Person,13-1223,10-01-13/1118,10-01-13/1145,WHUR,Inactive
Sexual Assault,13-1224,10-01-13/1122,10-01-13/1135,Off Campus Active
Damaged Property,13-1225,10-01-13/1233,10-01-13/1230,Drew Hall Inactive
Theft from Auto,13-1226,10-01-13/1325,10-01-13/1345,Upper Campus Active
Sick Person,13-1227,10-01-13/1341,10-01-13/1341,Service Center Inactive
Damaged Property,13-1228,10-01-13/1458,10-01-13/1445,Service Center Inactive
Found Property,13-1229,10-01-13/1638,10-01-13/1645,Blackburn Center Inactive
Sick Transport,13-1230,10-01-13/1748,10-01-13/1755,Mental Health Clinic Inactive
Found Property,13-1231,10-01-13/2238,10-01-13/2005,C.B. Powell Building Inactive
Miscellaneous,13-1232,10-02-13/0833,10-02-13/0840,Wonder Plaza Inactive
Theft II,13-1233,10-02-13/0843,10-02-13/0920,Service Center Active
Sick Person,13-1234,10-02-13/0910,10-02-13/0910,Blackburn Center Inactive
Fire Alarm Activation,13-1235,10-02-13/1306,10-02-13/1306,Architecture Planning Inactive
Lost Property,13-1236,10-02-13/1404,10-02-13/1411,Blackburn Center Inactive
PWID,13-1237,10-02-13/1917,10-02-13/1940,Green Stadium Active
Sick Person,13-1238,10-02-13/2207,10-02-13/2207,Drew Hall Inactive
Sick Person,13-1239,10-02-13/2201,10-02-13/2200,Meridian Hill Inactive
Alarm Activation,13-1240,10-02-13/2222,10-02-13/2222,Cook Hall Inactive
Fire Alarm Activation,13-1241,10-03-13/0224,10-03-13/0224,Slowe Hall Inactive
Found Property,13-1242,10-03-13/0918,10-03-13/0935,Off Campus Inactive
Sick Person,13-1243,10-03-13/1003,10-03-13/1005,Isas Building Inactive
Domestic Violence,13-1244,10-03-13/1111,10-03-13/1115,Dental School Active
Threats,13-1245,10-03-13/1433,10-03-13/1421,Engineering Building Inactive
Sick Person,13-1246,10-03-13/1707,10-03-13/1710,Quadrangle Hall Inactive
Sick Person,13-1247,10-03-13/1944,10-03-13/1945,Meridian Hill Inactive
Theft I,13-1248,10-04-13/0745,10-04-13/0747,Bethune Annex Active
Vehicle Accident,13-1249,10-04-13/0758,10-04-13/0758,"4th St. Ga. Ave., & Fair Active"
Sick Transport,13-1250,10-04-13/0924,10-04-13/0924,Student Health Center Inactive
Vehicle Accident,13-1251,10-04-13/0856,10-04-13/0856,Upper Campus Inactive
Miscellaneous,13-1252,10-04-13/0833,10-04-13/0904,Bethune Annex Inactive
Lost Property,13-1253,10-04-13/1548,10-04-13/1505,Administration Building Inactive
Student Misconduct,13-1254,10-04-13/1754,10-04-13/1420,Douglass Hall Inactive
Injured Person/Loud Noise,13-1255,10-04-13/2346,10-04-13/0015,447 Lamont Street NW Inactive
Disorderly,13-1256,10-05-13/0026,10-05-13/0026,Off Campus Inactive
Sick Person,13-1257,10-05-13/0255,10-05-13/0247,HU Hospital Inactive
Sick Transport,13-1258,10-05-13/0356,10-05-13/0412,Drew Hall Inactive
Injured Person,13-1259,10-05-13/0350,10-05-13/0350,Plaza Towers Inactive
Damage Property,13-1260,10-05-13/0432,10-05-13/0432,Bethune Annex Inactive
Sick Person,13-1261,10-05-13/1053,10-05-13/1050,Burr Gymnasium Inactive
Lost Property,13-1262,10-05-13/1249,10-05-13/0100,Quadrangle Hall Inactive
Lost Property,13-1263,10-05-13/1507,10-05-13/1526,Green Stadium Inactive
Robbery Snatch,13-1264,10-05-13/1721,10-05-13/1645,"Ga Ave and Euclid St, NW Active"
"",,,,Public Space
Injured Person,13-1265,10-05-13/2208,10-05-13/2209,Plaza Towers Inactive
Sick Person,13-1266,10-06-13/1129,10-06-13/1132,Cramton Auditorium Inactive
Theft from Auto,13-1267,10-06-13/1704,10-06-13/1640,HU Hospital Active
Sick Transport,13-1268,10-06-13/2054,10-06-13/2054,Quadrangle Hall Inactive
Sick Transport,13-1269,10-07-13/0009,10-07-13/0015,Quadrangle Hall Inactive
Lost Property,13-1270,10-07-13/0926,10-07-13/0945,Administration Buildin Inactive
Miscellaneous,13-1271,10-07-13/1249,10-07-13/1252,Slowe Hall Inactive
Fire Alarm Activation,13-1272,10-07-13/1412,10-07-13/1419,C.B. Powell Building Inactive
Damaged Property,13-1273,10-07-13/1421,10-07-13/1425,Slowe Hall Inactive
Sick Person,13-1274,10-07-13/1600,10-07-13/1605,Stokes Library Inactive
Injured Person,13-1275,10-07-13/2348,10-07-13/0005,Quadrangle Hall Inactive
Suspicious Odor,13-1276,10-08-13/1410,10-08-13/1410,Green Stadium Inactive
Student Misconduct,13-1277,10-08-13/2013,10-08-13/2045,Plaza Towers Inactive
Miscellaneous,13-1278,10-08-13/2101,10-08-13/2101,Blackburn Center Inactive
Theft II,13-1279,10-08-13/2143,10-08-13/2143,Blackburn Center Active
Sick Person,13-1280,10-08-13/2156,10-08-13/2156,Quadrangle Hall Inactive
Fire Alarm Activation,13-1281,10-09-13/0751,10-09-13/0755,Lower Campus Inactive
Lost Property,13-1282,10-09-13/1200,10-09-13/1210,Enterprise Tech. Inactive
Suspicious Odor,13-1283,10-09-13/1321,10-09-13/1323,C.B. Powell Building Inactive
Fire Alarm Activation,13-1284,10-09-13/1526,10-09-13/1526,Ira Aldridge Theatre Inactive
Sick Person,13-1285,10-10/13/0041,10-10/13/2445,Quadrangle Hall inactive
Lost Property,13-1286,10-10/13/0906,10-10/13/0906,Dental School inactive
Theft from Auto,13-1287,10-10/13/0910,10-10/13/0900,Cook Hall Active
Injured Person,13-1288,10-10/13/1102,10-10/13/1102,Burr Gymnasium inactive
Theft from Auto,13-1289,10-10/13/1207,10-10/13/1055,Cook Hall Active
Lost Property,13-1290,10-10/13/1123,10-10/13/1120,Burr Gymnasium inactive
Sick Person,13-1291,10-10/13/1717,10-10/13/1720,Douglass Hall inactive
Injured Person,13-1292,10-10/13/1646,10-10/13/1940,Meridian Hill inactive
Hazardous Elevator,13-1293,10-10/13/2252,10-10/13/2246,Plaza Towers inactive
sick Transport,13-1294,10-11-13/0035,10-11-13/0024,Quadrangle Hall inactive
Student Misconduct,13-1295,10-11-13/0219,10-11-13/0219,Plaza Towers inactive
Theft I,13-1296,10-11-13/0948,10-11-13/0951,Wonder Plaza Active
Vehicle Accident,13-1297,10-11-13/1127,10-11-13/1127,Carver Hall Active
Hazardous Water Leak,13-1298,10-11-13/1642,10-11-13/1836,Mudd Building inactive
Injured Person,13-1299,10-11-13/1923,10-11-13/1930,Blackburn Center inactive
Student Misconduct,13-1300,10-11-13/2114,10-11-13/2109,Quadrangle Hall inactive
Fire Alarm Activation,13-1301,10-12-13/0412,10-12-13/0412,Cook Hall Inactive
Fire Alarm Activation,13-1302,10-12-13/0526,10-12-13/0527,Meridian Hill Inactive
Hazardous Water Leak,13-1303,10-12-13/0611,10-12-13/0610,Fine Art Bldg. Inactive
Damaged Property,13-1304,10-12-13/1611,10-12-13/1614,Gresham Pl. NW Inactive
Student Misconduct,13-1305,10-12-13/1930,10-12-13/2049,Plaza Towers Inactive
Fire Alarm Activation,13-1306,10-13-13/0442,10-13-13/0442,Plaza Towers Inactive
Lost property,13-1307,10-13-13/1616,10-13-13/1616,Architechture & Plann Inactive
Sick Person,13-1308,10-14-13/1613,10-14-13/1613,Quadrangle Hall Inactive
Miscellaneous,13-1309,10-15-13/1154,10-15-13/1154,Social Work Inactive
Disorderly,13-1310,10-15-13/1254,10-15-13/1255,Business District Inactive
Damaged Property,13-1311,10-15-13/2300,10-15-13/2135,Law School Inactive
Theft II,13-1312,10-16-13/1000,10-16-13/0945,Service Center Active
Harassment,13-1313,10-16-13/1705,10-16-13/1708,Fine Arts Bldg Inactive
Student Misconduct,13-1314,10-16-13/1812,10-16-13/1800,Plaza Towers Inactive
Theft II,13-1315,10-16-13/2331,10-16-13/2346,Quadrangle Hall Active
Found Property,13-1316,10-17-13/0639,10-17-13/0505,Biology Building Inactive
Lost Property,13-1317,10-17-13/1318,10-17-13/1315,Cramton Auditorium Inactive
Hazardous Elevator,13-1318,10-17-13/2033,10-17-13/2020,Blackburn Center Inactive
Miscellaneous,13-1319,10-17-13/2032,10-17-13/2022,Howard Center Inactive
Sick Person,13-1320,10-18-13/0205,10-18-13/0200,Plaza Towers Inactive
Lost Property,13-1321,10-18-13/0409,10-18-13/0411,Mudd Building Inactive
Lost Property,13-1322,10-18-13/0943,10-18-13/0935,Wonder Plaza Inactive
Injured Person,13-1323,10-18-13/1352,10-18-13/1352,UpperCampus Inactive
Found Property,13-1324,10-18-13/1443,10-18-13/1430,Blackburn Center Inactive
Disorderly,13-1325,10-19-13/0013,10-19-13/0020,Off Campus Inactive
Miscellaneous,13-1326,10-19-13/1220,10-19-13/1220,Public Space,Inactive
Miscellaneous,13-1327,10-19-13/1603,10-19-13/1604,Slowe Hall,Inactive
Theft from Auto,13-1328,10-19-13/1832,10-19-13/1832,Burr Gymnasium,Active
Student Misconduct,13-1329,10-19-13/2335,10-19-13/2330,Plaza Towers,Inactive
Miscellaneous,13-1330,10-20-13/2100,10-20-13/2115,Drew Hall,Inactive
Theft II,13-1331,10-21-13/0529,10-21-13/0545,Quadrangle Hall,Active
Sick Person,13-1332,10-21-13/0712,10-21-13/0715,Bethune Annex,Inactive
Theft from Auto,13-1333,10-21-13/0714,10-21-13/0721,Public Space,Active
Theft from Auto,13-1334,10-21-13/0855,10-21-13/0855,Cook Hall,Active
Theft from Auto,13-1335,10-21-13/1621,10-21-13/1450,Off Campus,Active
Vehicle Accident,13-1336,10-21-13/1457,10-21-13/1443,Wonder Plaza,Active
Miscellaneous,13-1337,10-21-13/2055,10-21-13/1934,Meridian Hill,Inactive
Damaged Property,13-1338,10-21-13/2324,10-21-13/0211,Drew Hall,Inactive
Sick Person,13-1339,10-22-13/0213,10-22-13/0206,Quadrangle Hall,Inactive
Fire Alarm Activation,13-1340,10-22-13/0807,10-22-13/0800,Cook Hall,Inactive
Theft from Auto,13-1341,10-22-13/1521,10-22-13/1457,Upper Campus,Active
Injured Person,13-1342,10-22-13/1822,10-22-13/1822,Quadrangle Hall,Inactive
Suspicious Odor,13-1343,10-22-13/1919,10-22-13/1917,Plaza Towers,Inactive
Fire Alarm Activation,13-1344,10-22-13/2329,10-22-13/2315,Meridian Hill,Inactive
Damaged Property,13-1345,10-23-13/0400,10-23-13/2355,Service Center,Inactive
Injured Person,13-1346,10-23-13/1021,10-23-13/1005,HU Hospital,Inactive
Theft from Auto,13-1347,10-23-13/1302,10-23-13/1302,Burr Gymnasium,Active
Lost Property,13-1348,10-23-13/1446,10-23-13/1330,Slowe Hall,Inactive
Lost Property,13-1349,10-23-13/1532,10-23-13/1535,Howard Manor,Inactive
Lost Property,13-1350,10-23-13/1904,10-23-13/1730,Burr Gymnasium,Inactive
Unlawful Entry,13-1351,10-24-13/0534,10-24-13/0534,Plaza Towers,Inactive
Fire Alarm Activation,13-1352,10-24-13/1130,10-24-13/1135,Cramton Audtitorium,Inactive
Sick Transport,13-1353,10-24-13/1600,10-24-13/1550,Student Health Center,Inactive
