NATURES OF CRIMES,CASE NUMBERS,"DATE/TIMEREPORTED","DATE/TIMEOCCURRED",GENERAL LOCATION
Hazardous Elevator,14-0994,09-08-14/0549,09-08-14/0549,Engineering Building,Inactive
Theft II,14-0995,09-08-14/0835,09-08-14/0828,Dental School,Active
Theft II,14-0996,09-08-14/1445,09-08-14/1436,Bethune Annex,Active
Sick Person,14-0997,09-08-14/2118,09-08-14/2115,Plaza Towers,Inactive
Lost Property,14-0998,09-09-14/0047,09-09-14/0024,Stokes Library,Inactive
Theft II,14-0999,09-09-14/1116,09-09-14/1114,C.B. Powell Building,Active
Hazardous Water Leak,14-1000,09-09-14/1840,09-09-14/1839,Academic A,Inactive
Student Misconduct,14-1001,09-09-14/1936,09-09-14/1900,Plaza Towers,Active
Injured Person,14-1002,09-09-14/2055,09-09-14/2049,Blackburn Center,Inactive
Theft from Auto,14-1003,09-10-14/1010,09-10-14/1004,"2565 Ga., Ave., NW",Active
Damaged Property,14-1004,09-10-14/1042,09-10-14/1042,Bethune Annex,Inactive
Injured Person,14-1005,09-10-14/1327,09-10-14/1327,Locke Hall,Inactive
Miscellaneous,14-1006,09-10-14/1425,09-10-14/1420,Service Center,Inactive
Miscellaneous,14-1007,09-11-14/0700,09-11-14/0700,Burr Gymnasium,Inactive
Injured Person,14-1008,09-11-14/1422,09-11-14/1422,HURB-1,Inactive
Found Property,14-1009,09-11-14/1817,09-11-14/1600,Plaza Towers,Inactive
Theft II,14-1010,09-11-14/1825,09-11-14/1825,C. B. Powell Building,Active
Found Property,14-1011,09-11-14/1903,09-11-14/1600,Plaza Towers,Inactive
Injured Person,14-1012,09-11-14/2124,09-11-14/2056,Quadrangle Hall,Inactive
Miscellaneous,14-1013,09-11-14/1845,09-11-14/1800,Burr Gymnasium,Inactive
Sick Person,14-1014,09-12-14/1242,09-12-14/1242,Blackburn Center,Inactive
Miscellaneous,14-1015,09-12-14/1520,09-12-14/1515,Quadrangle Hall,Inactive
Sick Transport,14-1016,09-12-14/1607,09-12-14/1600,Student Health Clinic,Inactive
Theft I,14-1017,09-12-14/1737,09-12-14/1600,Biology Building,Active
Hazardous Water Leak,14-1018,09-12-14/1808,09-12-14/1755,Architecture & Planning,Inactive
Lost Property,14-1019,09-12-14/1951,09-12-14/1951,College South Hall,Inactive
Theft II,14-1020,09-12-14/1941,09-12-14/1941,Plaza Towers,Active
Lost Property,14-1021,09-12-14/2220,09-12-14/2220,Burr Gym,Inactive
Student Misconduct,14-1022,09-12-14/2207,09-12-14/2207,Slowe Hall,Active
Fire Alarm Activation,14-1023,09-13-14/1927,09-13-14/1919,Quadrangle Hall,Inactivation
Sick Person,14-1024,09-14-14/0315,09-14-14/0250,College South Hall,Inactive
Unlawful Entry,14-1025,09-14-14/0655,09-14-14/0654,College South Hall,Active
Sick Person,14-1026,09-15-14/0040,09-15-14/0017,Quadrangle Hall,Inactive
Lost Property,14-1027,09-15-14/1044,09-15-14/1044,Plaza Towers,Inactive
Lost Property,14-1028,09-15-14/1119,09-15-14/1100,Blackburn Center,Inactive
Lost Property,14-1029,09-15-14/1135,09-15-14/1132,Service Center,Inactive
Miscellaneous,14-1030,09-15-14/1516,09-15-14/1500,13th St. NW,Inactive
Sick Transport,14-1031,09-15-14/1655,09-15-14/1652,C.B. Powell Building,Inactive
Fire Alarm Activation,14-1032,09-15-14/1701,09-15-14/1700,College South Hall,Inactive
Sick Person,14-1033,09-15-14/1704,09-15-14/1704,Quadrangle Hall,Inactive
Student Misconduct,14-1034,09-15-14/1842,09-15-14/1820,College South Hall,Active
Fire,14-1035,09-16-14/1028,09-16-14/1028,Founders Library,Inactive
Sick Person,14-1036,09-16-14/1118,09-16-14/1032,College South Hall,Inactive
Theft II,14-1037,09-16-14/1450,09-16-14/1440,Bookstore,Active
Student Misconduct,14-1038,09-16-14/2057,09-16-14/2050,Stokes Library,Active
Student Misconduct,14-1039,09-16-14/2222,09-16-14/2222,Bethune Annex,Active
Sick Person,14-1040,09-16-14/2345,09-16-14/2330,College South Hall,Inactive
Suspicious Odor,14-1041,09-16-14/2330,09-16-14/2309,College South Hall,Inactive
fire Alarm Activation,14-1042,09-17-14/0046,09-17-14/0046,College North Hall,Inactive
Theft I,14-1043,09-17-14/1758,09-17-14/1758,C.B. Powell Building,Active
Theft from Auto,14-1044,09-17-14/2004,09-17-14/2007,Banneker South Parking Lot,Active
Theft from Auto,14-1045,09-17-14/2208,09-17-14/2208,Miner Lot,Active
Theft II,14-1046,09-17-14/2200,09-17-14/2139,Slowe Hall,Active
Injured Person,14-1047,09-17-14/2315,09-17-14/2307,College South Hall,Inactive
Damaged Property,14-1048,09-18-14/0918,09-18-14/0918,West Campus,Inactive
Lost Property,14-1049,09-18-14/0938,09-18-14/0938,Service Center,Inactive
Sick Person,14-1050,09-18-14/1605,09-18-14/1600,Blackburn Center,Inactive
Vehicle Accident,14-1051,09-18-14/1555,09-18-14/1555,Bryant St. Parking Lot,Active
Miscellaneous,14-1052,09-18-14/1605,09-18-14/1430,Service Center,Inactive
Fire Alarm Activation,14-1053,09-18-14/2225,09-18-14/2225,College North Hall,Inactive
Unlawful Entry,14-1054,09-18-14/2210,09-18-14/0038,Plaza Towers,Active
Fire Alarm Activation,14-1055,09-18-14/2339,09-18-14/2338,College South Hall,Inactive
Miscellaneous,14-1056,09-19-14/0830,09-19-14/0853,Service Center,Inactive
Theft II,14-1057,09-19-14/0940,09-19-14/0940,Drew Hall,Active
Sick Person,14-1058,09-19-14/1241,09-19-14/1239,Quadrangle Hall,Inactive
Lost Property,14-1059,09-19-14/1331,09-19-14/1331,College North Hall,Inactive
Miscellaneous,14-1060,09-19-14/2025,09-19-14/2017,Plaza Towers,Inactive
Sick Person,14-1061,09-20-14/0129,09-20-14/0129,College North Hall,Inactive
Damaged Property,14-1062,09-20-14/0121,09-20-14/0121,Howard Center Lot,Inactive
Fire Alarm Activation,14-1063,09-20-14/0159,09-20-14/0159,College South Hall,Inactive
Found Property,14-1064,09-20-14/2133,09-20-14/2130,Cramton Auditorium,Inactive
Sick Transport,14-1065,09-20-14/2241,09-20-14/2241,Drew Hall,Inactive
NO Report,,09-21-14/,09-21-14/,,
Sick Transport,14-1066,09-22-14/0905,09-22-14/0905,Bethune Annex,Inactive
Sick Person,14-1067,09-22-14/0905,09-22-14/0905,Plaza Towers,Inactive
Theft from Auto,14-1068,09-22-14/1045,09-22-14/1439,Drew Hall,Active
Theft II,14-1069,09-22-14/1805,09-22-14/1750,Biology Building,Active
Injured Person,14-1070,09-23-14/1031,09-22-14/1900,Main Gate,Inactive
Fire Alarm Activation,14-1071,09-23-14/1055,09-23-14/1054,College South Hall,Inactive
Theft from Auto,14-1072,09-23-14/1200,09-23-14/1200,Banneker South Lot,Active
Sick Transport,14-1073,09-23-14/1435,09-23-14/1435,Chemistry Building,Inactive
Sick Transport,14-1074,09-23-14/1515,09-23-14/1457,Chemistry Building,Inactive
Injured Person,14-1075,09-23-14/1617,09-23-14/1613,Architect & Planning,Inactive
Destruction of Property,14-1076,09-23-14/2140,09-23-14/2139,Slowe Hall,Active
Injured Person,14-1077,09-23-14/2316,09-23-14/2259,Drew Hall,Inactive
Sick Person,14-1078,09-23-14/2244,09-23-14/2244,East Campus,Inactive
Vehicle Accident,14-1079,09-24-14/0011,09-24-14/0022,6th & Bryant St. NW,Active
Sick Person,14-1080,09-24-14/0535,09-24-14/0535,Slowe Hall,Inactive
Destruction of Property,14-1081,09-24-14/0846,09-23-14/1700,C.B. Powell Building,Active
Theft I,14-1082,09-24-14/1230,09-24-14/1225,Plaza Towers,Active
Theft II,14-1083,09-24-14/1347,09-24-14/1347,Blackburn Center,Active
Sick Transport,14-1084,09-24-14/1519,09-24-14/1514,HU Hospital,Inactive
Lost Property,14-1085,09-24-14/1608,09-24-14/1608,Ralph Bunch Building,Inactive
Lost Property,14-1086,09-24-14/2258,09-24-14/2250,Service Center,Inactive
Lost Property,14-1087,09-24-14/2258,09-24-14/2258,Service Center,Inactive
Sick Person,14-1088,09-25-14/0125,09-25-14/0125,College South Hall,Inactive
Hazardous Elevator,14-1089,09-25-14/1118,09-25-14/1118,Plaza Towers,Inactive
Damaged Property,14-1090,09-25-14/1253,09-25-14/1252,Burr Gym,Inactive
Lost Property,14-1091,09-25-14/1400,09-25-14/1312,Academic B,Inactive
Hazardous Water Leak,14-1092,09-25-14/1751,09-25-14/1751,Cook Hall,Inactive
Sick Person,14-1093,09-25-14/1834,09-25-14/1834,College South Hall,Inactive
Sick Person,14-1094,09-25-14/2026,09-25-14/2026,Douglass Hall,Inactive
Student Misconduct,14-1095,09-25-14/2257,09-25-14/2257,Bethune Annex,Active
Lost Property,14-1096,09-26-14/1319,09-25-14/1730,School of Business,Inactive
Sexual Assault,14-1105,09-26-14/1805,09-21-14/1148,On Campus,Active
Fire Alarm Activation,14-1106,09-26-14/2245,09-26-14/2240,Cook Hall,Inactive
Vehicle Accident,14-1107,09-27-14/1240,09-27-14/1240,School of Business,Inactive
Fire Alarm Activation,14-1108,09-27-14/1419,09-27-14/1419,Howard Plaza West,Inactive
Damaged Property,14-1109,09-27-14/1529,09-27-14/1529,Stokes Library,Inactive
Student Misconduct,14-1110,09-27-14/2144,09-27-14/2144,Howard Plaza East,Active
Vehicle Accident,14-1111,09-27-14/2332,09-27-14/2332,Plaza Towers,Inactive
Loud Noise,14-1112,09-27-14/2357,09-27-14/2357,Off Campus Sherman Ave,Active
Attempt Suicide,14-1113,09-28-14/1807,09-28-14/1807,Slowe Hall,Active
Student Misconduct,14-1114,09-28-14/2103,09-28-14/2103,Stokes Library,Active
Unlawful Entry,14-1115,09-28-14/2147,09-28-14/2147,Bethune Hall Annex,Active
Damaged Property,14-1116,09-29-14/0724,09-29-14/0724,Howard Center Lot,Inactive
Lost Property,14-1117,09-29-14/0851,09-29-14/0851,College South Hall,Inactive
Sick Person,14-1118,09-29-14/1345,09-29-14/1345,Blackburn Center,Inactive
Vehicle Accident,14-1119,09-29-14/1455,09-29-14/1455,2215 6th Street NW,Inactive
Theft I,14-1120,09-29-14/1556,09-29-14/1556,Fine Arts,Active
Theft I,14-1121,09-29-14/1851,09-29-14/1851,Fine Arts,Active
Destruction of Property,14-1122,09-30-14/1256,09-30-14/1256,500 Block Gresham Pl,Inactive
Lost Property,14-1123,09-30-14/1443,09-30-14/1355,Health Sciences Library,Inactive
Student Misconduct,14-1124,09-30-14/1722,09-30-14/1722,Howard Plaza East,Active
Theft From Auto,14-1125,09-30-14/1743,09-29-14/2100,Childers Lot,Active
Sick Person,14-1126,09-30-14/1749,09-30-14/0900,College South Hall,Inactive
Theft II,14-1127,09-30-14/1751,09-05-14/1200,College South Hall,Active
Fire Alarm Activation,14-1128,09-30-14/1821,09-30-14/1821,College South Hall,Inactive
Injured Person,14-1129,09-30-14/2007,09-30-14/2007,Quadrangle,Inactive
Theft I,14-1130,09-30-14/2203,09-30-14/2100,Blackburn Center,Active
Sick Person,14-1131,10-01-14/0954,10-01-14/0900,Quadrangle,Inactive
Lost Property,14-1132,10-01-14/1245,09-19-14/1953,2300 Block Georgia Ave,Active
Theft II,14-1133,10-01-14/1434,10-01-14/1437,Howard Plaza East,Active
Lost Property,14-1134,10-01-14/1633,09-25-14/1830,College North Hall,Inactive
Student Misconduct,14-1135,10-01-14/1645,10-01-14/1645,Bethune Annex,Active
Found Property,14-1136,10-01-14/1807,10-01-14/1807,6th & Girard St,Inactive
Student Misconduct,14-1137,10-01-14/2055,10-01-14/2055,Bethune Annex,Active
Miscellaneous,14-1138,10-01-14/2325,10-01-14/1702,2301 Georgia Ave.,Inactive
Lost Property,14-1139,10-02-14/0920,10-02-14/0902,HUSC,Inactive
Sick Person,14-1140,10-02-14/1257,10-02-14/1257,Main Gate,Inactive
Hazardous Elevator,14-1141,10-02-14/1332,10-02-14/1332,Howard Plaza West,Inactive
Robbery Snatch,14-1142,10-02-14/1349,10-02-14/1339,Chemistry Building,Active
Vehicle Accident,14-1143,10-02-14/1543,10-02-14/,2200 Block 6th Street,Inactive
Theft From Auto,14-1144,10-02-14/1635,10-02-14/1635,Upper Georgia Lot,Active
Student Misconduct,14-1145,10-02-14/1715,10-02-14/1715,Bethune Annex,Active
Theft From Auto,14-1146,10-02-14/1911,10-02-14/1911,6th & Girard St.,Active
Vandalism,14-1147,10-03-14/0843,10-03-14/0843,Adminstration Building,Active
Fire Alarm Activation,14-1148,10-03-14/1738,10-03-14/1738,Cook Hall,Inactive
Simple Assault,14-1149,10-03-14/1818,10-03-14/1818,College South Hall,Active
Student Misconduct,14-1150,10-03-14/2042,10-03-14/2039,Cook Hall,Active
Lost Property,14-1151,10-03-14/2122,10-03-14/2122,Drew Hall,Inactive
Unlawful Entry,14-1152,10-04-14/0059,10-04-14/0059,Howard Plaza West,Active
Student Misconduct,14-1153,10-04-14/1917,10-04-14/1917,Slowe Hall,Active
Injured Person,14-1154,10-04-14/2224,10-04-14/2224,Blackburn Center,Inactive
Suspicious Odor,14-1155,10-05-14/0107,10-05-14/0107,Slowe Hall,Active
Theft From Auto,14-1156,10-05-14/0157,10-05-14/0157,Howard Plaza Corridor,Active
Sick Person,14-1157,10-05-14/0240,10-05-14/0222,College South Hall,Inactive
Fire Alarm Activation,14-1158,10-05-14/2038,10-05-14/2038,College South Hall,Inactive
Fire Alarm Activation,14-1159,10-05-14/2139,10-05-14/2139,May's Hall,Inactive
Sick Person,14-1160,10-05-14/2122,10-05-14/2122,Slowe Hall,Inactive
Fire Alarm Activation,14-1161,10-05-14/2249,10-05-14/2249,Cook Hall,Inactive
Sick Transport,14-1162,10-06-14/1216,10-06-14/1216,Student Health Center,Inactive
Damaged Property,14-1163,10-06-14/1750,10-06-14/1745,Upper Georgia Lot,Inactive
Miscellaneous,14-1164,10-06-14/2342,10-06-14/2342,4th & W St.,Inactive
Sick Person,14-1165,10-07-14/0954,10-07-14/0910,Cook Hall,Inactive
Suspicious Odor,14-1166,10-07-14/1046,10-07-14/1029,Bethune Annex,Inactive
Miscellaneous,14-1167,10-07-14/1352,10-07-14/1352,Annex I,Inactive
Hazardous Elevator,14-1168,10-07-14/1634,10-07-14/1634,Fine Arts,Inactive
Theft II,14-1169,10-07-14/1831,10-07-14/1815,Drew Hall,Active
Injured Person,14-1170,10-07-14/2109,10-07-14/2105,Greene Stadium,Inactive
Injured Person,14-1171,10-08-14/0208,10-07-14/2100,Stokes Library,Inactive
Injured Person,14-1172,10-08-14/1211,10-08-14/1210,400 Block V St. NW,Inactive
Theft II,14-1173,10-08-14/1317,10-08-14/1317,Wonder Plaza,Active
Theft II,14-1174,10-08-14/1412,10-08-14/1315,Slowe Hall,Active
Hazardous Elevator,14-1175,10-08-14/1500,10-08-14/1500,Fine Arts,Inactive
Sick Person,14-1176,10-08-14/1832,10-08-14/1832,Blackburn Center,Inactive
Miscellaneous,14-1177,10-08-14/1903,10-08-14/1903,Stokes Library,Active
Lost Property,14-1178,10-08-14/1659,10-07-14/1550 Architecture & Planning,,Inactive
Sick Person,14-1179,10-09-14/0132,10-09-14/0132 Drew Hall,,Inactive
Lost Property,14-1180,10-09-14/1158,09-12-14/1540 West Campus,,Inactive
Suspicious Odor,14-1181,10-09-14/2152,10-09-14/2152 Bethune Annex,,Active
Sick Person,14-1182,10-10-14/0220,10-10-14/0200 Quadrangle Hall,,Inactive
Sick Person,14-1183,10-10-14/0546,10-10-14/0546 College Hall South,,Inactive
Miscellaneous,14-1184,10-10-14/1210,10-10-14/1209 Enterprise Tec. Service,,Inactive
Miscellaneous,14-1185,10-10-14/1608,10-10-14/1559 Wonder Plaza,,Inactive
Sick Person,14-1186,10-10-14/1752,10-10-14/1749 Blackburn Center,,Inactive
Fire Alarm Activation,14-1187,10-10-14/1853,10-10-14/1853 College Hall South,,Inactive
Theft from Auto,14-1188,10-11-14/1613,10-11-14/1543 Childers Lot,,Active
Damaged Property,14-1189,10-11-14/1630,10-11-14/1543 Childers Lot,,Inactive
Theft from Auto,14-1190,10-11-14/2240,10-11-14/2154 Cook Hall,,Active
Sick Person,14-1191,10-11-14/2235,10-11-14/2231 Bethune Annex,,Inactive
Sick Person,14-1192,10-12-14/0133,10-12-14/0130 Quadrangle Hall,,Inactive
Sick Person,14-1193,10-12-14/1230,10-12-14/1230 Blackburn Center,,Inactive
Miscellaneous,14-1194,10-12-14/1852,10-12-14/1852 Campus wide,,Inactive
Fire Alarm Activation,14-1195,10-12-14/1835,10-12-14/1835 Plaza Towers,,Inactive
Unlawful Entry,14-1196,10-12-14/2206,10-12-14/22061 College Hall South,,Active
Sick Transport,14-1197,10-13-14/0825,10-13-14/0818 Quadrangle Hall,,Inactive
Fire Alarm Activation,14-1198,10-13-14/1645,10-13-14/1645 College Hall South,,Inactive
Theft II,14-1199,10-13-14/1740,10-13-14/1713 Burr Gymnasium,,Active
Student Misconduct,14-1200,10-13-14/1747,10-13-14/1720 Childers Lot,,Active
Theft II,14-1201,10-13-14/1909,10-13-14/1909 Drew Hall,,Active
Fire Alarm Activation,14-1202,10-13-14/2305,10-13-14/2301 College Hall North,,Inactive
Burglary II,14-1203,10-14-14/0426,10-14-14/0300+GC1o2ll5eg7e Hal North,,Active
Sick Person,14-1204,10-14-14/1125,10-14-14/1125 Admin. Building,,Inactive
Fire Alarm Activation,14-1205,10-14-14/1314,10-14-14/1314 Service Center,,Inactive
Theft II,14-1206,10-14-14/1550,10-14-14/1547 Mudd Building,,Active
Hit & Run,14-1207,10-14-14/1601,10-14-14/1530 Distriution Center,,Active
Sick Transport,14-1208,10-14-14/1748,10-14-14/1748 College Hall South,,Inactive
Fire Alarm Activation,14-1209,10-14-14/2143,10-14-14/2138 College Hall North,,Inactive
Sexual Assault,14-1210,10-15-14/0327,10-15-14/ 4th Street NW,,Active
Injured Person,14-1212,10-15-14/0555,10-15-14/0540,HU Hospital,Inactive
Theft from Auto,14-1213,10-15-14/1503,10-15-14/1503,Banneker South Lot,Active
Theft II,14-1214,10-15-14/1544,10-15-14/1523,Stokes Library,Active
Injured Person,14-1215,10-15-14/1615,10-15-14/1558,Service Center,Inactive
Fire Alarm Activation,14-1216,10-15-14/1804,10-15-14/1804,College Hall South,Inactive
Sick Person,14-1217,10-15-14/2349,10-15-14/2345,Plaza Towers,Inactive
Student Misconduct,14-1218,10-16-14/0825,10-16-14/0825,Cramton Auditorium,Active
Damaged Property,14-1219,10-16-14/1438,10-16-14/1438,Biology Building,Inactive
Suspicious Odor,14-1220,10-16-14/2039,10-16-14/2030,Admin. Building,Inactive
Fire Alarm Activation,14-1221,10-16-14/2003,10-16-14/2000,HURB 1,Inactive
Vehicle Accident,14-1222,10-16-14/2201,10-16-14/2201,Main Gate,Active
Theft II,14-1223,10-17-14/0931,10-17-14/0850,Douglass Hall,Active
Vehicle Accident,14-1224,10-17-14/0952,10-17-14/0941,Plaza Towers,Active
Sick Person,14-1225,10-17-14/1414,10-17-14/1400,Main Gate,Inactive
Theft from Auto,14-1226,10-17-14/1942,10-17-14/1900,Banneker North Lot,Active
Destruction of Property,14-1227,10-17-14/2002,10-17-14/1905,Banneker North Lot,Active
Damaged Property,14-1228,10-18-14/0659,10-18-14/0659,Drew Hall,Inactive
Lost Property,14-1229,10-18-14/1552,10-18-14/1547,Main Yard,Inactive
Injured Person,14-1230,10-18-14/1625,10-18-14/1625,Locke Hall,Inactive
Damaged Property,14-1231,10-18-14/1615,10-18-14/1605,Service Center,Inactive
Sick Person,14-1232,10-18-14/1748,10-18-14/1747,Founders Library,Inactive
Sick Person,14-1233,10-18-14/1833,10-18-14/1833,Howard Center Lot,Inactive
Fire Alarm Activation,14-1234,10-18-14/1900,10-18-14/1900,Plaza Towers,Inactive
Lost Property,14-1235,10-18-14/2002,10-18-14/1955,Quadrangle Hall,Inactive
Found Property,14-1236,10-18-14/2059,10-18-14/1930,Howard Center Lot,Inactive
Sick Person,14-1237,10-18-14/2145,10-18-14/2145,Plaza Towers,Inactive
Aggravated Assault,14-1238,10-18-14/2125,10-18-14/2100,HU Hospital,Inactive
Hit and Run,14-1239,10-18-14/2030,10-18-14/2026,C.B. Powell Building,Active
Domestic Violence,14-1240,10-18-14/2226,10-18-14/2215,Quadrangle Hall,Inactive
Sick Person,14-1241,10-19-14/0030,10-19-14/0021,College Hall South,Inactive
Miscellaneous,14-1242,10-19-14/0842,10-19-14/0842,Plaza Towers,Inactive
Destruction of Property,14-1243,10-19-14/1542,10-19-14/1542,Plaza Towers,Active
Fire Alarm Activation,14-1244,10-19-14/1751,10-19-14/1751,College Hall  North,Inactive
Damaged Property,14-1245,10-19-14/1753,10-19-14/1700,HU Hospital,Inactive
No Report,14-1246,10-20-14/,10-20-14/,,
Lost Property,14-1247,10-20-14/1426,10-20-14/1100,Locke Hall,Inactive
Theft from Auto,14-1248,10-20-14/1506,10-11-14/1300,Childers Lot,Active
Sexual Assault,14-1249,10-20-14/1611,10-07-14/1245,Student Heath Clinic,Active
Sick Person,14-1250,10-20-14/2122,10-20-14/2120,Bethune Annex,Inactive
Miscellaneous,14-1251,10-21-14/0147,10-21-14/0132,College Hall South,Inactive
Sick Person,14-1252,10-21-14/1259,10-21-14/1255,Blackburn Center,Inactive
Theft from Auto,14-1253,10-21-14/1427,10-21-14/1427,500 blk Gresham Pl. NW,Active
Fire Alarm Activation,14-1254,10-21-14/1919,10-21-14/1917,College Hall South,Inactive
Sick Transport,14-1255,10-22-14/1222,10-22-14/1217,Plaza Towers,Inactive
Hazardous Elevator,14-1256,10-22-14/2026,10-22-14/2026,Drew Hall,Inactive
Sick Person,14-1257,10-22-14/2151,10-22-14/2150,College Hall North,Inactive
Attempt Robbery,12-1258,10-23-14/1419,10-23-14/0035,"200 Elm Street, NW",Active
Student Misconduct,12-1259,10-23-14/1558,10-23-14/1558,College Hall South,Active
Theft from Auto,12-1260,10-23-14/1809,10-23-14/1809,Banneker South Lot,Active
Theft II,12-1261,10-23-14/1724,10-23-14/1724,Miner Lot,Active
Sick Transport,12-1262,10-23-14/1901,10-23-14/1901,Quadrangle Hall,Inactive
Damaged Property,12-1263,10-23-14/2202,10-23-14/2202,C.B. Powell Building,Inactive
Burglary II,14-1264,10-24-14/0057,10-24-14/0030,College Hall North,Active
Sick Transport,14-1265,10-24-14/0340,10-24-14/0340,Bethune Hall,Inactive
Sick Transport,14-1266,10-24-14/0635,10-24-14/0616,College Hall North,Inactive
Theft II,14-1267,10-24-14/0952,10-24-14/0952,Blackburn Center,Active
Theft from Auto,14-1268,10-24-14/1147,10-24-14/1147,Banneker South Lot,Active
Theft II,14-1269,10-24-14/1348,10-24-14/1348,Quadrangle Hall,Active
Lost Property,14-1270,10-24-14/1440,10-24-14/1418,Wonder Plaza/Dispatch,Inactive
Lost Property,14-1271,10-24-14/1618,10-24-14/1617,Architect & Planning,Inactive
Simple Assault,14-1272,10-24-14/1622,10-24-14/1622,Plaza Towers,Active
Miscellaneous,14-1273,10-24-14/1906,10-24-14/1903,Locke Hall,Inactive
Damaged Property,14-1274,10-24-14/2150,10-24-14/1200,West Campus,Inactive
Miscellaneous,14-1275,10-25-14/0852,10-25-14/052,Drew Hall,Inactive
Sick Person,14-1276,10-25-14/1920,10-25-14/1910,Blackburn Center,Inactive
Sick Person,14-1277,10-26-14/0117,10-26-14/0116,Quadrangle Hall,Inactive
Student Misconduct,14-1278,10-26-14/0217,10-26-14/0212,Quadrangle Hall,Active
Injured Person,14-1279,10-26-14/1425,10-26-14/1415,East Campus,Inactive
Sick Person,14-1280,10-26-14/1805,10-26-14/1759,Wonder Plaza,Inactive
Damaged Property,14-1281,10-26-14/2140,10-26-14/2134,Howard Manor,Inactive
Sick Transport,14-1282,10-27-14/0347,10-27-14/0347,Plaza Towers,Inactive
Injured Person,14-1283,10-28-14/0410,10-28-14/0410,Douglass Hall,Inactive
Damaged Property,14-1284,10-28-14/1210,10-28-14/1207,Banneker South Lot,Inactive
No report,14-1285,10-28-14/,10-28-14/,,
Threats,14-1286,10-28-14/1503,10-28-14/1503,Service Center,Active
Injured Person,14-1287,10-28-14/2027,10-28-14/2027,Plaza Towers,Inactive
Lost Property,14-1288,10-28-14/2145,10-28-14/2145,Ralph Bunch Building,Inactive
Injured Person,14-1289,10-28-14/2308,10-28-14/2308,Public space,Inactive
Unlawful  Entry,14-1290,10-29-14/0305,10-29-14/0305,Plaza Towers,Active
Found Property,14-1291,10-29-14/1234,10-29-14/1234,Blackburn Center,Inactive
Student Misconduct,14-1292,10-30-14/1225,10-30-14/1135,East Campus,Active
Vehicle Accident,14-1293,10-30-14/1345,10-30-14/1345,Engineering Lot,Active
Found Property,14-1294,10-30-14/1410,10-30-14/1410,C.B. Powell Building,Inactive
Miscellaneous,14-1295,10-30-14/1644,10-30-14/1630,Upper Campus,Inactive
Theft from Auto,14-1296,10-30-14/1930,10-30-14/1840,Childers Lot,Active
Miscellaneous,14-1297,10-30-14/2225,10-30-14/1530,HURB 1,Inactive
Fire,14-1298,10-30-14/2327,10-30-14/2327,Greene Stadium,Active
Hazardous Water Leak,14-1299,10-31-14/0007,10-31-14/0007,Burr Gymnasium,Inactive
Miscellaneous,14-1300,10-31-14/0046,10-31-14/0046,College Hall South,Inactive
Fire Alarm Activation,14-1301,10-31-14/0130,10-31-14/0130,Quadrangle Hall,Inactive
Injured Person,14-1302,10-31-14/0155,10-31-14/0155,HU Hospital,Inactive
Burglary II,14-1303,10-31-14/0306,10-31-14/0230,Plaza Towers,Active
Damaged Property,14-1304,10-31-14/0845,10-31-14/0915,Biology Building,Inactive
Miscellaneous,14-1305,10-31-14/1134,10-31-14/1120,Mudd Building,Inactive
Theft from Auto,14-1306,10-31-14/1327,10-31-14/1327,"Georgia Ave., NW & Gresham",Active
Sick  Transport,14-1307,10-31-14/1559,10-31-14/1550,C. B. Powell Building,Inactive
Found Property,14-1308,10-31-14/1745,10-31-14/1745,Upper campus,Inactive
Hazardous Water Leak,14-1309,10-31-14/2042,10-31-14/2042,Bethune  Annex,Inactive
Vehicle Accident,14-1310,11-01-14/0128,11-01-14/0127,Quadrangle Hall,Active
Harrasment,14-1311,11-01-14/0206,11-01-14/0206,Quadrangle Hall,Active
Sick Transport,14-1312,11-01-14/1300,11-01-14/1256,Quadrangle Hall,Inactive
Armed Robbery,14-1313,11-01-14/1933,11-01-14/1933,"2455 4th St, NW – Quad",Inactive
Sick Transport,14-1314,11-01-14/2335,11-01-14/0005,Quadrangle Hall,Inactive
Injured Person,14-1315,11-02-14/2214,11-02-14/1945,Wonder Plaza,Inactive
Lost Property,14-1316,11-03-14/0816,11-03-14/0807,Cramton Auditorium,Inactive
Vehicle Accident,14-1317,11-03-14/0902,11-03-14/0902,Upper Campus,Active
Vehicle Accident,14-1318,11-03-14/1158,11-03-14/1130,Banneker North Lot,Active
Hazardous Elevator,14-1319,11-03-14/1307,11-03-14/1305,School Of Business,Inactive
Lost Property,14-1320,11-03-14/1500,11-03-14/1405,"Sherman Ave., NW",Inactive
Damaged Property,14-1321,11-03-14/1655,11-03-14/1634,900 block of 9th St. NW,Inactive
Sick Person,14-1322,11-03-14/1651,11-03-14/1651,College Hall North,Inactive
Miscellaneous,14-1323,11-03-14/2051,11-03-14/2051,6th & Howard Pl. NW,Inactive
Sick Person,14-1324,11-03-14/2310,11-03-14/2303,Quadrangle Hall,Inactive
Fire Alarm Activation,14-1325,11-04-14/0645,11-04-14/0619,Cramton Auditorium,Inactive
Burglary II,14-1326,11-04-14/0947,11-04-14/0830,Blackburn Center,Active
Sick Person,14-1327,11-04-14/0957,11-04-14/0957,HURB-1,Inactive
Damaged Property,14-1328,11-04-14/1221,11-04-14/1221,Howard Center Lot,Inactive
Theft II,14-1329,11-04-14/1228,11-04-14/1228,Mudd Building,Active
