report_date,incident,incident_narrative,incident_number,date_occured,time_occured,general_location,disposition
"november 19, 2018",assault, a  student reported thatthey were assaulted,18-001641,"november 19, 2018",0130,copley hall,case referred to studentconduct
"november 21, 2018",assault, a  gu affilaite reportedthat they were assaulted,18-001645,"november 21, 2018",0550,conference centerhotel,case pending investigationhandled by mpd ccn; 18-198050
"november 21, 2018",burglary, a staff member reportedthat an unknown suspect(s) gainedaccess to their unsecured officesand stole personal property,18-001648,"november 21, 2018",1730,icc,case pending investigation
"november 25, 2018",theft, a non gu affiliate reportedthe theft of personal property,18-001650,"november 25, 2018",0700,leavey center,case pending investigation
"november 25, 2018",drug / alcohol violation, aunderage student was found inpossession of alcohol andmarijuana,18-001651,"november 25, 2018",1901,lxr,case referred to studentconduct
"november 26, 2018",theft, a  student reported the theftof personal property,18-001655,"november 26, 2018",1450,icc,case pending investigation
"november 30, 2018",theft, a  gu affiliate reported thetheft of personal property,18-001674,"november 30, 2018",1600,hariri building,case pending investigationhandled by mpd ccn; 18-203435
"november 30, 2018",drug  violation, a student wasfound in possession of marijuana,18-001677,"november 30, 2018",2351,kennedy hall,case referred to studentconduct
"october 2, 2017",theft, a student reported the theftof a gocard,17-001487,"october 1, 2017",2100,healy familystudent center,unfounded gocard wasturned into the hfsc lost &found
"october 4, 2017",theft, a  student reported the theftof a wallet,17-001495,"october 4, 2017",0715,healy lawn,case pending investigation
"october 4, 2017",theft, a  gu affiliate reported thetheft of merchandise,17-001500,"october 4, 2017",1340,leavey centerbook store,case pending investigation
"october 5, 2017",destruction of property,  a gupdofficer reported that someonevandalized a railing,17-001502,"october 5, 2017",0115,"37th & ""o"" streetnorthwest (maingate)",case pending investigation
"october 6, 2017",bias incident,  a student reportedthat someone attached a biasmessage to a right to life banner,17-001512,"october 4, 2017",0830,red square,case pending investigation
"october 7, 2017",theft, a  student reported the theftof a bicycle,17-001517,"october 6, 2017",1500,healy lawn,case pending investigation
"october 7, 2017",defacing property,  a gupd officerreported that someone vandalized awall by drawing  symbols andwriting on the wall,17-001518,"october 7, 2017",2250,"37th & ""n"" streetnorthwest",case pending investigation
"october 7, 2017",alcohol violation, a underagestudent was in possession of aopen container of alcohol,17-001519,"october 7, 2017",2154,reynolds hall,case referred to studentconduct
"october 9, 2017",theft, a  student reported the theftof a bicycle,17-001529,"october 9, 2017",1315,southwest quadparking garage p1level,case pending investigation
"october 9, 2017",theft, a  student reported the theftof shoes,17-001530,"september 20, 2017",1530,new south hall,case pending investigation
"october 10, 2017",domestic / stalking, a  studentreported that they received multipleunwanted harassing phone textfrom an ex=boyfriend,17-001534,"october 10, 2017",1700,mccarthy hall,case pending investigation
"october 11, 2017",theft, a  student reported the theftof a bicycle,17-001544,"october 11, 2017",1945,lxr,case pending investigation
"october 11, 2017",bias incident / destruction ofproperty,  a student reported thatsomeone vandalized a restroom bydrawing a hate symbol and writingon the wall,17-001545,"october 11, 2017",2248,icc,case pending investigation
"october 14, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001561,"october 14, 2017",1929,reynolds hall,case referred to studentconduct
"october 14, 2017",drug violation, a student wasfound in possession of cocaine,17-001564,"october 14, 2017",2350,henle village,case referred to studentconduct
"october 16, 2017",theft, a  student reported the theftof a bicycle,17-001581,"october 16, 2017",1910,36th & prospectstreet northwest,case pending investigation
"october 17, 2017",theft, a  staff member reported thetheft of a sign,17-001583,"october 16, 2017",1100,reiss sciencebuilding,case pending investigation
"october 17, 2017",theft, a  student reported the theftof a pair of wireless headphones,17-001588,"october 17, 2017",2128,yates field house,case pending investigation
"october 18, 2017",theft, a  student reported the theftof a us currency,17-001592,"october 18, 2017",1620,village c west,case pending investigation
"october 19, 2017",defacing property,  a studentreported that someone vandalized abathroom by drawing  a symbol andwriting on the wall,17-001595,"october 19, 2017",0102,lauinger library,case pending investigation
"october 19, 2017",theft, a  student reported the theftof a bicycle,17-001596,"october 18, 2017",1225,red square,case pending investigation
"october 20, 2017",drug violation, a student wasfound in possession of cocaine,17-001600,"october 20, 2017",0124,henle village,case referred to studentconduct
"october 21, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001606,"october 21, 2017",0045,library walk,case referred to studentconduct
"october 24, 2017",destruction of property,  a guaffiliate reported that someonevandalized a office and destroyed aprinter,17-001635,"october 24, 2017",1400,o'donovan dininghall,case pending investigation
"october 24, 2017",theft, a  staff member reported thetheft of us currency,17-001636,"october 24, 2017",1900,healy hall,case pending investigation
"october 25, 2017",alcohol violation, a underagestudent was in possession of aopen container of alcohol,17-001642,"october 25, 2017",2222,alumni square,case referred to studentconduct
"october 27, 2017",drug violation, a student wasfound in possession of marijuana,17-001651,"october 27, 2017",1150,henle village,case referred to studentconduct
"october 27, 2017",alcohol violation, a underagestudent was in possession of aopen container of alcohol,17-001657,"october 27, 2017",2250,new south hall,case referred to studentconduct
"october 27, 2017",theft, a  student reported the theftof a drummer stool,17-001658,"october 27, 2017",2250,harbin hall,case pending investigation
"october 28, 2017",unlawful entry, a gupd officerlocated a previously barred nonaffiliate on campus,17-001669,"october 28, 2017",0930,lauinger library,case closed with arrestmpd ccn 17-187156
"october 28, 2017",drug violation, a student wasfound in possession of marijuana,17-001675,"october 28, 2017",1815,henle village,case referred to studentconduct
"october 29, 2017",alcohol violation, a underagestudent was in possession of aopen container of alcohol,17-001687,"october 29, 2017",0210,ryan road,case referred to studentconduct
"october 29, 2017",theft, a  student reported the theftof personal property from a vehicle,17-001690,"october 29, 2017",1345,mcdonoughgymnasium busturnaround,case pending investigation
"october 30, 2017",sexual assault, a student repotedthat they were sexually assaulted(fondling),tix-140,"october 28, 2017",NA,henle village,case pending investigation
"october 31, 2017",sexual assault, a  student reportedthat they were sexually assaultedon campus,17-001703,"september 2, 2017",0000,harbin hall,case pending investigation
"october 31, 2017",stalking, a  gu affiliate reportedbeing stalked by a yates member,17-001706,"october 31, 2017",1430,yates field house,case referred to studentconduct
"october 31, 2017",theft, a  student reported the theftof a motor scooter,17-001708,"october 31, 2017",1952,lauinger librarylower level bicycerack,case pending investigation
"october 1, 2018",drug violation, a student wasfound in possession of marijuana,18-001332,"october 1, 2018",2222,lxr,case referred to studentconduct
"october 1, 2018",sexual assault, a student repotedthat they were sexually assaulted,tix-384,"september 28, 2018",NA,henle village,case pending investigation
"october 2, 2018",burglary, a staff member reportedthat an unknown suspect(s) gainedaccess to two (2) secured roomsand stole electronics,18-001337,"september 28, 2018",1300,hariri building,case pending investigationhandled by mpd ccn; 18-166703
"october 6, 2018",theft, a  student reported the theftof a bicycle,18-001361,"october 6, 2018",1500,lxr,case pending investigation
"october 6, 2018",theft, a  student reported the theftof a backpack,18-001362,"october 6, 2018",0233,darnall hall(epicurean),case pending investigation
"october 7, 2018",assault, a  gu affiliate reportedthat they were assaulted,18-001365,"october 7, 2018",0210,lxr,case referred to studentconduct
"october 9, 2018",theft, a  staff member reported thetheft of university property,18-001375,"october 9, 2018",0810,reiss science,case pending investigation
"october 9, 2018",drug violation, a student wasfound in possession of marijuana,18-001381,"october 9, 2018",2339,henle village,case referred to studentconduct
"october 10, 2018",theft, a  student reported the theftof personal property,18-001384,"october 1, 2018",0810,icc,case pending investigation
"october 10, 2018",drug violation, a student wasfound in possession of marijuana,18-001388,"october 10, 2018",2045,observatory,case referred to studentconduct
"october 11, 2018",theft, a  student reported the theftof personal property,18-001394,"september 23, 2018",2200,hariri building,case pending investigation
"october 11, 2018",theft, a  staff member reported thetheft of university property,18-001396,"september 28, 2018",1600,car barn,case pending investigation
"october 12, 2018",burglary, a staff member reportedthat an unknown suspect(s) gainedaccess to their secured office andstole electronics,18-001407,"october 2, 2018",0930,healy hall,case pending investigationhandled by mpd ccn; 18-173184
"october 15, 2018",theft, a  staff member reported thetheft of university property,18-001429,"october 9, 2018",1600,regents hall,case pending investigation
"october 16, 2018",theft, a  gu affiliate (hospitalemployee)  reported the theft of abicycle,18-001436,"october 15, 2018",unk,thompson athleticcenter,case pending investigation
"october 17, 2018",theft, a  student reported the theftof personal property,18-001447,"october 17, 2018",1315,leavey center,case pending investigationhandled by mpd ccn; 18-176296
"october 19, 2018",theft, a  student reported the theftof personal property,18-001452,"october 17, 2018",1400,village c east,case pending investigation
"october 19, 2018",theft, a  student reported the theftof personal property,18-001454,"october 19, 2018",1700,harbin hall,case pending investigation
"october 20, 2018",sexual assault, a student repotedthat they were sexually assaulted(fondling),tix-387,"october 19, 2018",NA,henle village,case pending investigation
"october 23, 2018",theft, a  student reported the theftof personal property,18-001466,"october 19, 2018",1700,kennedy hall,case pending investigation
"october 23, 2018",extortion, a  student reported thatan unknown subject extortedmoney from them,18-001471,"october 23, 2018",1700,arrupe hall,case pending investigation
"october 24, 2018",theft, a  student reported the theftof personal property,18-001474,"october 18, 2018",2000,village c east,case pending investigation
"october 24, 2018",theft, a  gu student  reported thetheft of a bicycle,18-001475,"october 24, 2018",1600,entrance 2,case pending investigation
"october 24, 2018",drug violation, a student wasfound in possession of marijuana,18-001477,"october 24, 2018",1800,lxr,case referred to studentconduct
"october 27, 2018",burglary, a student reported thatan unknown suspect(s) gainedaccess to their unsecuredresidence and stole electronics,18-001497,"october 27, 2018",1140,village c east,case pending investigation
"october 27, 2018",alcohol violation, a underagestudent was found in possession ofalcohol,18-001499,"october 27, 2018",2056,village a,case referred to studentconduct
"october 27, 2018",drug violation, a student wasfound in possession of marijuana,18-001500,"october 27, 2018",2115,dahlgren courtyard,case referred to studentconduct
"october 27, 2018",drug violation, a student wasfound in possession of marijuana,18-001501,"october 27, 2018",2207,nordhoff,case referred to studentconduct
"october 28, 2018",alcohol violation, a underagestudent was found in possession ofalcohol,18-001504,"october 28, 2018",0035,red square,case referred to studentconduct
"october 29, 2018",unlawful entry,  a gupd officerreported that they located aunauthorized non affiliate oncampus who had been previousleybarred,18-001514,"october 29, 2018",0632,arrupe hall,case closed with arrestccn: 18-183358
"october 29, 2018",burglary, a staff member reportedthat an unknown suspect(s) gainedaccess to two (2) secured officesand stole electronics,18-001515,"october 29, 2018",0800,icc,case pending investigationhandled by mpd ccn; 18-183443
"october 31, 2018",theft, a  gu student  reported thetheft of a bicycle,18-001530,"october 31, 2018",1655,hariri building,case pending investigation
"october 1, 2019",theft, a student reported the theftof a bicycle,19-001386,"october 1, 2019",1830,red square,case pending investigation/ handled by mpd ccn: 19-175189
"october 1, 2019",theft, a student reported the theftof a camera,19-001388,"september 30, 2019",1530,o'donovan hall,case pending investigation
"october 1, 2019",sexual assault, a survivor reportedthat they were sexually assaulted,tix-533,"september 21, 2019",NA,kennedy hall,case pending investigation
"october 2, 2019",stolen motor scooter, a staffmember reported the theft of amotor scooter,19-001391,"october 2, 2019",0657,red square,case pending investigation
"october 3, 2019",stolen motor scooter, a studentreported the theft of a motorscooter,19-001399,"october 3, 2019",1600,leavey center,case pending investigation/ handled by mpd ccn: 19-176550
"october 3, 2019",burglary, a staff member reportedthat an unknown suspect gainedaccess to their secured office andstole a a black bag,19-001400,"october 3, 2019",1800,new north,unfounded complainantlocated property
"october 3, 2019",alcohol violation,  a underagestudent was found in possession ofa beer,19-001404,"october 3, 2019",2340,arrupe hall,case referred to studentconduct
"october 4, 2019",stolen motor scooter, a staffmember reported the theft of amotor scooter,19-001415,"october 3, 2019",1600,thompson athleticcenter,case pending investigation/ handled by mpd ccn: 19-177363
"october 4, 2019",theft, a non affiliate reported thetheft of a coat and bag,19-001416,"october 4, 2019",1715,lauinger library,case pending investigation
"october 5, 2019",destruction of property, a gupdofficer reported that an unknownsubject destroyed some furniture,19-001424,"october 5, 2019",1403,henle village,case pending investigation
"october 6, 2019",stolen motor scooter, a studentreported the theft of a motorscooter,19-001432,"october 6, 2019",1801,thompson athleticcenter,case pending investigation/ handled by mpd ccn: 19-178694
"october 6, 2019",stolen motor scooter, a studentreported the theft of a motorscooter,19-001433,"october 6, 2019",2028,st. mary's hall,case closed with attestccn: 19-178793
"october 7, 2019",stolen motor scooter, a studentreported the theft of a motorscooter,19-001439,"october 7, 2019",1315,hariri buildig,case pending investigation
"october 7, 2019",theft, a student reported the theftof a wallet,19-001441,"october 7, 2019",1900,lauinger library,case pending investigation
"october 8, 2019",theft, a student reported the theftof a bicycle tire,19-001449,"october 8, 2019",1920,darnall hall,case pending investigation
"october 10, 2019",drug violation,  a student wasfound in possession marijuana,19-001464,"october 10, 2019",1836,kennedy hall,case referred to studentconduct
"october 10, 2019",theft, a student reported the theftof a laptop computer,19-001466,"october 8, 2019",2100,lauinger library,case pending investigation
"october 11, 2019",theft, a student reported  the theftof credit cards,19-001473,"october 11, 2019",1420,yates field house,case pending investigation
"october 11, 2019",theft, a staff member reported  thetheft of credit cards,19-001474,"october 11, 2019",1435,yates field house,case pending investigation
"october 17, 2019",stolen motor scooter, a studentreported the theft of a motorscooter,19-001515,"october 17, 2019",1207,ll lauinger librarybicycle rack,case pending investigation/ handled by mpd ccn: 19-185990
"october 18, 2019",theft, a student reported the theftof a bicycle,19-001521,"october 18, 2019",1215,new south hall,case pending investigation
"october 22, 2019",lewd indecent or obscene act,,19-001551,"october 22, 2019",1140,lauinger library,case pending investigation
"october 22, 2019",stalking, a gu affiliate reported thatthey were being stalked by an ex-boyfriend,19-001552,"october 16, 2019",NA,healy familystudent center,case pending investigation/ handled by mpd ccn: 19-188961
"october 22, 2019",sexual assault, a student reportedthat they were sexually assaulted,19-001554,spring 2019,NA,gervase,case pending investigation/ handled by mpd ccn: 19-189290
"october 22, 2019",sexual assault, a non affilatereported that they were sexuallyassaulted,19-001555,"october 22, 2019",1800,darnall hall,case pending investigation/ handled by mpd ccn: 19-189382
"october 25, 2019",theft, a student reported the theftof a bicycle,19-001575,"october 25, 2019",1000,lauinger library,case pending investigation
"october 25, 2019",unlawful entry,  a gupd officerreported that they located aunauthorized non affiliate oncampus who had been previouslybarred,19-001577,"october 25, 2019",1126,copley hall,case closed with arrestccn: 19-191073
"october 25, 2019",dv simple assault, a non affiliatereported that they were physicallyassaulted,19-001578,"october 25, 2019",1126,copley hall,case closed with arrestccn: 19-191076
"october 26, 2019",theft, a student reported the theftof a wallet,19-001584,"october 25, 2019",2100,tombs restaurant,case pending investigation
"october 27, 2019",theft, a student reported the theftof a wallet,19-001589,"october 27, 2019",0200,village a,case pending investigation
"october 27, 2019",drug violation,  a student wasfound in possession marijuana,19-001590,"october 27, 2019",1718,alumni square,case referred to studentconduct
"october 27, 2019",unlawful entry,  a gupd officerreported that they located aunauthorized non affiliate oncampus who had been previouslybarred,19-001592,"october 27, 2019",2310,hariri buildig,case closed with arrestccn: 19-192734
"october 29, 2019",theft, a student reported the theftof a bicycle,19-001602,"october 26, 2019",1030,new south hall,case pending investigation
"october 30, 2019",theft, a student reported the theftof a bicycle,19-001613,"october 28, 2019",1100,lauinger library,case pending investigation
"october 30, 2019",drug violation,  a student wasfound in possession marijuana,19-001615,"october 30, 2019",1720,copley hall,case referred to studentconduct
"october 31, 2019",destruction of property, a rareported that an unknown subjectsmashed a window and destroyedfurniture,19-001623,"october 30, 2019",1400,darnall hall,case pending investigation
"october 31, 2019",theft, multiple students reportedthe theft of their backpacks,19-001626,"october 31, 2019",1900,hariri building,case pending investigation
"october 5, 2020",drug/smoking violation,gupd spoke with a student thatadmitted to smoking marijuana,20-000845,10/05/20,0338,village a,"closed, referred to officeof student conduct"
"october 9, 2020",theft 2,a gu student reported theft oflaundry left unattended,20-000850,10/01/2020 -10/02/2020,0900,henle village,"suspended/suspectunknown, no useful cctvfootage found"
"october 14, 2020",theft 2,a gu student reported theft oflaundry left unattended,20-000861,10/12/2020 -10/14/2020,0900,village a,"suspended/suspectunknown, no useful cctvfootage found"
"october 22, 2020",burglary,a gu staff member reported aburglary from their office,20-000887,10/22/2020,0915,harbin hall,"suspended/suspectunknown, no useful cctvfootage found"
"october 29, 2020",theft 1,a contractor reported the theft ofa laptop,20-000902,10/29/2020,1020,basic science,"closed/unfounded, laptoplocated"
"september 1, 2017",burglary, a gu staff memberreported that an unknown subjectentered their secured office andstole us currency,17-001204,"september 1, 2017",1550,hariri building,case pending investigation
"september 1, 2017",domestic stalking / felony threats,a student reported receivingmultiple threating text from their ex-boyfriend,17-001206,"august 31, 2017",1650,leavey center,case referred to studentconduct
"september 1, 2017",theft, a contractor reported thetheft of towels,17-001209,"august 31, 2017",2130,o'donovan hall,case pending investigation
"september 2, 2017",drug violation, a student wasfound in possession of marijuana,17-001121,"september 2, 2017",1238,darnall hall,case referred to studentconduct
"september 2, 2017",sexual assualt, a gu affiliiatereported being groped by a student,17-001214,"september 2, 2017",0109,darnall hall,case closed with arrest
"september 2, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001223,"september 2, 2017",2252,library walk,case referred to studentconduct
"september 3, 2017",theft, a student reported the theftof a bicycle,17-001233,"september 3, 2017",1800,hariri building,case pending investigation
"september 4, 2017",theft, a student reported the theftof a laptop,17-001239,"september 4, 2017",2117,o'donovan hall,case closed with arrest
"september 5, 2017",theft, a student reported the theftof a bicycle,17-001241,"august 28, 2017",1500,lxr,case pending investigation
"september 5, 2017",bias incident / destruction ofproperty,  a student reported thatsomeone vandalized the elevatorby drawing a hate symbol,17-001243,"september 5, 2017",2115,village c west,case pending investigation
"september 6, 2017",drug violation, a student wasfound in possession of marijuana,17-001124,"september 6, 2017",1515,copley hall,case referred to studentconduct
"september 6, 2017",theft, a faculty member reportedthe theft of a bicycle,17-001247,"september 6, 2017",1852,leavey centergarage,case pending investigation
"september 6, 2017",bias incident / destruction ofproperty,  a student reported thatsomeone vandalized the elevatorby drawing a hate symbol,17-001248,"september 6, 2017",1930,lxr,case pending investigation
"september 6, 2017",drug violation, a student wasfound in possession of marijuana,17-001125,"september 6, 2017",2205,alumni square,case referred to studentconduct
"september 7, 2017",theft, a student reported the theftof a bicycle,17-001260,"september 5, 2017",1800,alumni square,case pending investigation
"september 8, 2017",theft, a student reported the theftof a backpack,17-001266,"september 8, 2017",1030,cooper field,case pending investigation
"september 9, 2017",theft, a student reported the theftof a wallet,17-001271,"september 9, 2017",0130,leavey center,case pending investigation
"september 9, 2017",alcohol violation, a underagestudent was in possession of acontainer of beer,17-001273,"september 9, 2017",0044,new south hall,case referred to studentconduct
"september 10, 2017",defacing property,  a studentreported that someone vandalized aresidence hall by drawing  symbolsand writing on the wall,17-001279,"september 10, 2017",1550,village c west,case pending investigation
"september 10, 2017",defacing property,  a studentreported that someone vandalizedthe elevator and restroom with apermanent marker by drawingsymbols,17-001280,"september 10, 2017",2210,new south hall,case pending investigation
"september 11, 2017",theft, a student reported the theftof a bicycle,17-001283,"september 11, 2017",1515,lxr,case pending investigation
"september 12, 2017",drug violation, a student wasfound in possession of marijuana,17-001128,"september 12, 2017",1845,viillage a,case referred to studentconduct
"september 12, 2017",theft, a faculty member reportedthe theft of a laptop,17-001290,"september 12, 2017",2021,davis performingarts center,case pending investigation
"september 13, 2017",drug violation, a student wasfound in possession of marijuana,17-001129,"september 13, 2017",0010,arrupe hall,case referred to studentconduct
"september 14, 2017",drug violation, a student wasfound in possession of marijuana,17-001129,"september 14, 2017",0041,st. mary's,case referred to studentconduct
"september 14, 2017",theft, a student reported the theftof clothing,17-001304,"september 14, 2017",2030,village c east,unfounded another studentinadvertantly took the wrongclothing
"september 15, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001313,"september 15, 2017",2215,alumni square,case referred to studentconduct
"september 15, 2017",drug violation, a student wasfound in possession of marijuana,17-001314,"september 15, 2017",2340,henle village,case referred to studentconduct
"september 15, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001315,"september 15, 2017",2350,healy circle,case referred to studentconduct
"september 15, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001317,"september 15, 2017",2350,37th & prospectstreet northwest,case referred to studentconduct
"september 16, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001319,"september 16, 2017",0100,henle village,case referred to studentconduct
"september 15, 2017",drug violation, a student wasfound in possession of marijuana,17-001325,"september 15, 2017",2230,reynolds hall,case referred to studentconduct
"september 15, 2017",drug violation, a student wasfound in possession of marijuana,17-001335,"september 15, 2017",2235,reynolds hall,case referred to studentconduct
"september 15, 2017",drug violation, a student wasfound in possession of marijuana,17-001336,"september 15, 2017",2240,kennedy hall,case referred to studentconduct
"september 18, 2017",theft, a student reported the theftof a cellular phone,17-001358,"september 18, 2017",1240,lauinger library,case pending investigation
"september 18, 2017",burglary, a gu student reportedthat an unknown subject enteredtheir secured residence and stole akey,17-001359,"september 18, 2017",0800,henle village,case pending investigation
"september 18, 2017",burglary, a gu staff memberreported that an unknown subjectentered their unsecured office andstole a credit card,17-001360,"september 14, 2017",1750,new researchbuilding,case pending investigation
"september 18, 2017",sexual assault, a student repotedthat they were sexually assaulted,tix-105,"september 16, 2017",NA,calcagnini centeroff campusproperty,case pending investigation
"september 20, 2017",bias incident / destruction ofproperty,  a student reported thatsomeone vandalized a restroom bydrawing a hate symbol,17-001373,"september 20, 2017",1745,lxr,case pending investigation
"september 20, 2017",drug violation, a student wasfound in possession of marijuana,17-001374,"september 20, 2017",2220,village a,case referred to studentconduct
"september 21, 2017",defacing property,  a studentreported that someone vandalized acommunity room by drawingsymbols and writing on the wall,17-001378,"september 21, 2017",0440,nevils,case pending investigation
"september 21, 2017",bias incident / destruction ofproperty,  a student reported thatsomeone vandalized a restroom bydrawing a hate symbol,17-001379,"september 21, 2017",1045,lxr,case pending investigation
"september 22, 2017",theft, a staff member reported thetheft of a parking enforementdevice (boot).,17-001391,"september 22, 2017",1050,leavey center,case pending investigation
"september 22, 2017",theft, a student reported the theftof a bicycle,17-001139,"september 22, 2017",1845,o'donovan hall,case pending investigation
"september 22, 2017",theft, a gupd officer reported thetheft of a bicycle,17-001395,"september 22, 2017",2030,leavey center,case pending investigation
"september 23, 2017",alcohol violation, a underagestudent was in possession of aopen container of beer,17-001397,"september 23, 2017",0020,alumni square,case referred to studentconduct
"september 24, 2017",alcohol violation, a underagestudent was in possession of abottle of alcohol,17-001410,"september 24, 2017",0035,library walk,case referred to studentconduct
"september 24, 2017",drug violation, a student wasfound in possession of marijuana,17-001412,"september 24, 2017",0105,alumni square,case referred to studentconduct
"september 24, 2017",drug violation, a student wasfound in possession of marijuana,17-001413,"september 24, 2017",0209,copley hall,case referred to studentconduct
"september 25, 2017",theft, a  student reported the theftof a bicycle,17-001422,"september 25, 2017",1700,hariri building,case pending investigation
"september 25, 2017",drug violation, a student wasfound in possession of marijuana,17-001427,"september 25, 2017",2215,alumni square,case referred to studentconduct
"september 26, 2017",bias incident / destruction ofproperty,  a student reported thatsomeone vandalized a trashreceptacle by drawing a hatesymbol,17-001429,"september 26, 2017",0746,walsh,case pending investigation
"september 26, 2017",theft, a  student reported the theftof a wallet,17-001430,"september 25, 2017",1800,hariri building,case pending investigation
"september 26, 2017",destruction of property,  a gupdofficer reported that someonevandalized the elevator,17-001436,"september 26, 2017",1914,reiss science,case pending investigation
"september 27, 2017",bias incident / destruction ofproperty,  a student reported thatsomeone vandalized a restroom bydrawing a hate symbol,17-001442,"september 27, 2017",1845,lxr,case pending investigation
"september 28, 2017",theft, a  student reported the theftof a bicycle,17-001446,"september 28, 2017",0934,arrupe hall,case pending investigation
"september 28, 2017",drug violation, a student wasfound in possession of marijuana,17-001450,"september 28, 2017",2210,copley hall,case referred to studentconduct
"september 29, 2017",theft, a  student reported the theftof a bicycle,17-001453,"september 28, 2017",0807,lxr,case pending investigation
"september 29, 2017",urinating in public, a staff memberreported that they observed anunidentified male subject urinatingin public,17-001456,"september 29, 2017",1355,poulton hall,case pending investigation
"september 29, 2017",bias incident,  a student reportedthat someone slipped a bias noteunder the door to their residence,17-001458,"september 29, 2017",2030,reynolds hall,case pending investigation
"september 29, 2017",theft, a  student reported the theftof clothing,17-001460,"september 29, 2017",2200,village c west,case pending investigation
"september 30, 2017",defacing property,  a studentreported that someone vandalized aresidence hall by drawing  symbolsand writing on the wall,17-001463,"september 29, 2017",2250,lxr,case pending investigation
"september 30, 2017",drug violation, a student wasfound in possession of marijuana,17-001464,"september 30, 2017",0040,henle village,case referred to studentconduct
"september 30, 2017",alcohol violation, a underagestudent was in possession of aopen container of alcohol,17-001465,"september 30, 2017",0150,village c west,case referred to studentconduct
"september 1, 2018",theft, a  student reported the theftof a bicycle,18-000993,"august 31, 2018",2338,lauinger library,case pending investigation
"september 2, 2018",theft, a  gupd officer reported thetheft of a bicycle,18-001158,"september 2, 2018",0642,red square,case pending investigation/ no complaianat
"september 4, 2018",drug violation, a student wasfound in possession of marijuana,18-001135,"september 4, 2018",1525,alumni square,case referred to studentconduct
"september 5, 2018",burglary, a  student reported thatan unknown suspect(s) gainedaccess to their unsecuredresidence and stole personalproperty.,18-001145,"september 5, 2018",1635,"3600 block of ""n""street northwest",case pending investigationhandled by mpd ccn; 18-149366
"september 6, 2018",unlawful entry, a gupd officerreported that they discovered two(2) unauthorized subjects inside thebuilding after normal businesshours.,18-001147,"september 6, 2018",0245,healy hall,"case closed with arrestccn; 18-149653, casereferred to studentconduct"
"september 6, 2018",stalking / harassment,  a studentreported that they had receivedseveral unwanted text messagesfrom an associate,18-001150,"september 5, 2018",2100,darnall hall,complainant declinedcriminal prosecution /subject issued barringnotice
"september 7, 2018",stalking / harassment,  a studentreported that they had receivedseveral unwanted text messagesfrom an associate,18-001160,"september 7, 2018",1300,leavey center,complainant declinedcriminal prosecution /subject issued barringnotice
"september 7, 2018",drug violation, a student wasfound in possession of marijuana,18-001167,"september 7, 2018",2315,"village ""a""",case referred to studentconduct
"september 9, 2018",robbery pick pocket, a studentrepoted that someone stole theircellular phone from their purse,18-001176,"september 9, 2018",0010,sellinger lounge,case pending investigation
"september 10, 2018",burglary, a  student reported thatan unknown suspect(s) gainedaccess to their unsecuredresidence and stole personalproperty.,18-001187,"september 10, 2018",2200,3600 block ofprospect streetnorthwest,case pending investigationhandled by mpd ccn; 18-152610
"september 11, 2018",burglary, a  student reported thatan unknown suspect(s) gainedaccess to their secured residenceand stole personal property.,18-001189,"september 11, 2018",0900,"village ""a""",case pending investigationhandled by mpd ccn; 18-152790
"september 12, 2018",sexual assault, a  student reportedthat they were sexually assaultedon campus,18-001199,spring 2018,NA,"village ""a""",case referred to studentconduct
"september 12, 2018",sexual assault, a  student reportedthat they were sexually assaultedon campus,18-001199,spring 2018,NA,darnall hall,case referred to studentconduct
"september 12, 2018",threats, a  student reported thatthey were threatened,18-001202,"september 12, 2018",1230,darnall hall,case referred to studentconduct
"september 13, 2018",drug violation, a student wasfound in possession of marijuana,18-001204,"september 13, 2018",2231,new south hall,case referred to studentconduct
"september 14, 2018",theft, a  student reported the theftof a bicycle,18-001206,"september 14, 2018",1000,lauinger library,case pending investigation
"september 14, 2018",burglary," a  staff member reportedthat an unknown suspect gainedaccess to their unsecured office ndattempted to steal personalproperty, the subject then grabbedand pushed the complainant.",18-001207,"september 14, 2018",1410,icc,case pending investigationhandled by mpd ccn; 18-154974
"september 14, 2018",drug violation, a non affiliate wasfound in possession of marijuana,18-001244,"september 14, 2018",1500,leavey centerbookstore,case closed with arrestccn 18-155076
"september 16, 2018",burglary, a  student reported thatan unknown suspect(s) gainedaccess to their unsecuredresidence and stole personalproperty.,18-001225,"september 16, 2018",0900,"3600 block of ""o""street northwest",case pending investigationhandled by mpd ccn; 18-156372
"september 17, 2018",burglary, a  staff member reportedthat an unknown suspect(s) gainedaccess to their unsecured officeand stole personal property.,18-001233,"september 17, 2018",1730,saint mary's,case pending investigationhandled by mpd ccn; 18-157024
"september 17, 2018",sexual assault, a student repotedthat they were sexually assaulted(fondling),tix-352,"september 13, 2018",NA,thompson athleticcenter,case pending investigation
